,,date,deposits,assets,noninterestexpense,interestexpense,noninterestincome,stockholdersequity
CVLY,24,2014-09-30,959095000.0,1203640000.0,23636000.0,6091000.0,5810000.0,115856000.0
CVLY,25,2014-06-30,968499000.0,1200638000.0,15634000.0,4067000.0,3648000.0,113681000.0
CVLY,26,2014-03-31,948938000.0,1185168000.0,7648000.0,1992000.0,1730000.0,123362000.0
CVLY,27,2013-12-31,925303000.0,1150641000.0,30154000.0,8619000.0,7754000.0,107649000.0
CVLY,28,2013-09-30,922315000.0,1116779000.0,22142000.0,6505000.0,5899000.0,105733000.0
CVLY,29,2013-06-30,924850000.0,1099050000.0,14410000.0,4381000.0,4045000.0,103256000.0
CVLY,30,2013-03-31,893182000.0,1063383000.0,7253000.0,2209000.0,2007000.0,103185000.0
CVLY,31,2012-12-31,901307000.0,1059737000.0,29928000.0,10527000.0,8190000.0,101331000.0
CVLY,32,2012-09-30,895454000.0,1064358000.0,22416000.0,8008000.0,6034000.0,100225000.0
CVLY,33,2012-06-30,878043000.0,1044551000.0,14222000.0,5331000.0,3739000.0,98122000.0
CVLY,34,2012-03-31,874598000.0,1029858000.0,7270000.0,2691000.0,1833000.0,95268000.0
CVLY,35,2011-12-31,854399000.0,1012132000.0,27079000.0,12359000.0,7358000.0,93242000.0
CVLY,36,2011-09-30,857748000.0,1013850000.0,20287000.0,9401000.0,5288000.0,91166000.0
CVLY,37,2011-06-30,832203000.0,977245000.0,13970000.0,6270000.0,3496000.0,81536000.0
BOCH,0,2020-09-30,1518131000.0,1739888000.0,26443000.0,3661000.0,3036000.0,173350000.0
BOCH,1,2020-06-30,1494307000.0,1711896000.0,18053000.0,2573000.0,1847000.0,169555000.0
BOCH,2,2020-03-31,1242387000.0,1455880000.0,9783000.0,1359000.0,892000.0,165658000.0
BOCH,3,2019-12-31,1267171000.0,1479616000.0,37255000.0,6028000.0,4184000.0,174478000.0
BOCH,4,2019-09-30,1262139000.0,1472427000.0,28834000.0,4534000.0,3163000.0,171637000.0
BOCH,5,2019-06-30,1235518000.0,1441986000.0,20534000.0,3055000.0,2157000.0,167853000.0
BOCH,6,2019-03-31,1248294000.0,1471491000.0,10923000.0,1423000.0,1057000.0,162098000.0
BOCH,7,2018-12-31,1131716000.0,1307104000.0,32206000.0,5155000.0,4019000.0,138321000.0
BOCH,8,2018-09-30,1144761000.0,1315469000.0,23338000.0,3899000.0,2887000.0,132969000.0
BOCH,9,2018-06-30,1054529000.0,1281504000.0,15704000.0,2595000.0,1944000.0,130078000.0
BOCH,10,2018-03-31,1048751000.0,1245575000.0,8033000.0,1185000.0,982000.0,127722000.0
BOCH,11,2017-12-31,1102732000.0,1269421000.0,30964000.0,4587000.0,4824000.0,127264000.0
BOCH,12,2017-09-30,1062785000.0,1231881000.0,23051000.0,3409000.0,3520000.0,128405000.0
BOCH,13,2017-06-30,1046225000.0,1212094000.0,15775000.0,2228000.0,2525000.0,125952000.0
BOCH,14,2017-03-31,1004490000.0,1142751000.0,8061000.0,1083000.0,1542000.0,96463000.0
BOCH,15,2016-12-31,1004666000.0,1140992000.0,32609000.0,4778000.0,3595000.0,94106000.0
BOCH,16,2016-09-30,975493000.0,1111018000.0,24794000.0,3694000.0,2345000.0,94293000.0
BOCH,17,2016-06-30,937556000.0,1070192000.0,17669000.0,2640000.0,1386000.0,92488000.0
BOCH,18,2016-03-31,937667000.0,1077083000.0,10001000.0,1600000.0,949000.0,90718000.0
BOCH,19,2015-12-31,803735000.0,1015441000.0,24905000.0,4983000.0,3183000.0,
BOCH,20,2015-09-30,779505000.0,990729000.0,18289000.0,3602000.0,2543000.0,108675000.0
BOCH,21,2015-06-30,760039000.0,983055000.0,12715000.0,2325000.0,1735000.0,106550000.0
BOCH,22,2015-03-31,761976000.0,985402000.0,6593000.0,1157000.0,854000.0,105437000.0
BOCH,23,2014-12-31,789035000.0,997192000.0,26434000.0,4092000.0,4315000.0,
BOCH,24,2014-09-30,767520000.0,977757000.0,19927000.0,2853000.0,3171000.0,101960000.0
BOCH,25,2014-06-30,755016000.0,963716000.0,13895000.0,1699000.0,2500000.0,100690000.0
BOCH,26,2014-03-31,761711000.0,969997000.0,7784000.0,827000.0,364000.0,100787000.0
BOCH,27,2013-12-31,746293000.0,956342000.0,22241000.0,3478000.0,3542000.0,
BOCH,28,2013-09-30,725523000.0,931817000.0,16548000.0,2671000.0,2823000.0,102768000.0
BOCH,29,2013-06-30,694901000.0,956612000.0,10610000.0,1846000.0,1849000.0,106870000.0
BOCH,30,2013-03-31,698393000.0,978515000.0,5462000.0,971000.0,824000.0,108781000.0
BOCH,31,2012-12-31,701052000.0,979424000.0,21632000.0,5229000.0,6593000.0,110321000.0
BOCH,32,2012-09-30,691619000.0,946450000.0,16625000.0,4137000.0,3880000.0,111353000.0
BOCH,33,2012-06-30,682463000.0,962545000.0,20540000.0,3958000.0,13204000.0,110115000.0
BOCH,34,2012-03-31,,,,,,
BOCH,35,2011-12-31,,,,,,
BOCH,36,2011-09-30,,,,,,
BOCH,37,2011-06-30,,,,,,
WNEB,0,2020-09-30,2011291000.0,2486788000.0,37412000.0,15532000.0,6789000.0,230221000.0
WNEB,1,2020-06-30,1947901000.0,2434906000.0,24559000.0,11075000.0,4612000.0,229520000.0
WNEB,2,2020-03-31,1705984000.0,2190328000.0,12314000.0,5837000.0,2525000.0,227809000.0
WNEB,3,2019-12-31,1677864000.0,2181476000.0,47808000.0,24137000.0,9705000.0,232024000.0
WNEB,4,2019-09-30,1669515000.0,2173684000.0,35903000.0,18024000.0,7300000.0,231981000.0
WNEB,5,2019-06-30,1644551000.0,2127144000.0,24163000.0,11748000.0,4688000.0,229716000.0
WNEB,6,2019-03-31,1629834000.0,2115697000.0,12023000.0,5734000.0,2171000.0,227317000.0
WNEB,7,2018-12-31,1595993000.0,2118822000.0,46237000.0,18978000.0,9233000.0,237029000.0
WNEB,8,2018-09-30,1609019000.0,2150525000.0,34544000.0,13609000.0,6995000.0,241285000.0
WNEB,9,2018-06-30,1551804000.0,2095596000.0,22972000.0,8609000.0,4699000.0,242073000.0
WNEB,10,2018-03-31,1553727000.0,2085531000.0,11426000.0,4010000.0,1766000.0,242623000.0
WNEB,11,2017-12-31,1506082000.0,2083070000.0,44787000.0,14645000.0,8501000.0,247281000.0
WNEB,12,2017-09-30,1515198000.0,2086378000.0,33422000.0,10759000.0,6504000.0,252555000.0
WNEB,13,2017-06-30,1495337000.0,2073463000.0,22266000.0,7039000.0,4092000.0,251201000.0
WNEB,14,2017-03-31,1521219000.0,2086546000.0,10981000.0,3454000.0,2028000.0,245804000.0
WNEB,15,2016-12-31,1518071000.0,2076018000.0,35306000.0,11285000.0,5971000.0,238396000.0
WNEB,16,2016-09-30,962558000.0,1377780000.0,23295000.0,7918000.0,3598000.0,145223000.0
WNEB,17,2016-06-30,920912000.0,1306305000.0,15070000.0,5270000.0,2275000.0,144569000.0
WNEB,18,2016-03-31,928124000.0,1368944000.0,7072000.0,2718000.0,1015000.0,142995000.0
WNEB,19,2015-12-31,900363000.0,1339930000.0,27433000.0,10794000.0,4865000.0,139466000.0
WNEB,20,2015-09-30,909041000.0,1357215000.0,20443000.0,8127000.0,3622000.0,139608000.0
WNEB,21,2015-06-30,897714000.0,1361686000.0,13576000.0,5314000.0,2473000.0,139825000.0
WNEB,22,2015-03-31,873303000.0,1329011000.0,6711000.0,2598000.0,1229000.0,140290000.0
WNEB,23,2014-12-31,834218000.0,1320096000.0,25909000.0,9923000.0,4460000.0,142543000.0
WNEB,24,2014-09-30,828785000.0,1311181000.0,19413000.0,7329000.0,3384000.0,144306000.0
WNEB,25,2014-06-30,818590000.0,1286318000.0,13066000.0,4821000.0,2118000.0,146965000.0
WNEB,26,2014-03-31,806695000.0,1275016000.0,6534000.0,2379000.0,1078000.0,151586000.0
WNEB,27,2013-12-31,817112000.0,1276841000.0,26642000.0,10290000.0,4272000.0,154144000.0
WNEB,28,2013-09-30,793510000.0,1271331000.0,20154000.0,7808000.0,2929000.0,156899000.0
WNEB,29,2013-06-30,782682000.0,1293635000.0,13303000.0,5288000.0,1920000.0,160417000.0
WNEB,30,2013-03-31,772196000.0,1306853000.0,6515000.0,2679000.0,958000.0,178980000.0
WNEB,31,2012-12-31,753413000.0,1301462000.0,27223000.0,12663000.0,5990000.0,189187000.0
WNEB,32,2012-09-30,754408000.0,1317027000.0,20476000.0,9631000.0,4637000.0,211657000.0
WNEB,33,2012-06-30,747551000.0,1318633000.0,13677000.0,6480000.0,3454000.0,211430000.0
WNEB,34,2012-03-31,748630000.0,1293613000.0,6844000.0,3298000.0,2553000.0,215511000.0
WNEB,35,2011-12-31,732958000.0,1263264000.0,25958000.0,14467000.0,3806000.0,218988000.0
WNEB,36,2011-09-30,720514000.0,1262801000.0,19613000.0,11084000.0,2696000.0,229804000.0
WNEB,37,2011-06-30,711091000.0,1240684000.0,12973000.0,7530000.0,1752000.0,220999000.0
FSFG,0,2020-06-30,982870000.0,1661281000.0,81356000.0,8201000.0,75457000.0,142362000.0
FSFG,1,2020-03-31,937306000.0,1368252000.0,46347000.0,5658000.0,29120000.0,116659000.0
FSFG,2,2019-12-31,885598000.0,1292573000.0,24272000.0,2875000.0,18126000.0,123810000.0
FSFG,3,2019-09-30,834384000.0,1222579000.0,62390000.0,10906000.0,43854000.0,121053000.0
FSFG,4,2019-06-30,888145000.0,1228953000.0,40784000.0,7837000.0,25514000.0,114971000.0
FSFG,5,2019-03-31,824770000.0,1129722000.0,24296000.0,4671000.0,12870000.0,108688000.0
FSFG,6,2018-12-31,832073000.0,1073989000.0,11416000.0,2225000.0,5781000.0,102968000.0
FSFG,7,2018-09-30,811112000.0,1034406000.0,33006000.0,6337000.0,13295000.0,98813000.0
FSFG,8,2018-06-30,834754000.0,1035346000.0,22863000.0,4495000.0,8727000.0,97640000.0
FSFG,9,2018-03-31,758787000.0,1008554000.0,14741000.0,2796000.0,5473000.0,95164000.0
FSFG,10,2017-12-31,675449000.0,930152000.0,6382000.0,1373000.0,2906000.0,95320000.0
FSFG,11,2017-09-30,0.0,93547000.0,24951000.0,4457000.0,8625000.0,93115000.0
FSFG,12,2017-06-30,673900000.0,874082000.0,17911000.0,3186000.0,5859000.0,91319000.0
FSFG,13,2017-03-31,631245000.0,840602000.0,11606000.0,2054000.0,3736000.0,87654000.0
FSFG,14,2016-12-31,624946000.0,822559000.0,5540000.0,1022000.0,1875000.0,85117000.0
FSFG,15,2016-09-30,579467000.0,796516000.0,22435000.0,4167000.0,3372000.0,86580000.0
FSFG,16,2016-06-30,574102000.0,779158000.0,16714000.0,3111000.0,130000.0,84174000.0
FSFG,17,2016-03-31,567422000.0,765119000.0,11124000.0,1996000.0,2706000.0,81245000.0
FSFG,18,2015-12-31,533910000.0,745399000.0,5892000.0,968000.0,1444000.0,96336000.0
FSFG,19,2015-09-30,533297000.0,749946000.0,20999000.0,3778000.0,5976000.0,94357000.0
FSFG,20,2015-06-30,528955000.0,730925000.0,15447000.0,2816000.0,4126000.0,91954000.0
FSFG,21,2015-03-31,536937000.0,726847000.0,10250000.0,1883000.0,2189000.0,91699000.0
FSFG,22,2014-12-31,515747000.0,723144000.0,5374000.0,931000.0,1111000.0,89509000.0
FSFG,23,2014-09-30,533194000.0,713129000.0,20272000.0,3555000.0,5046000.0,87080000.0
FSFG,24,2014-06-30,525195000.0,701811000.0,15235000.0,2683000.0,3777000.0,85663000.0
FSFG,25,2014-03-31,523890000.0,704170000.0,10185000.0,1810000.0,2486000.0,83318000.0
FSFG,26,2013-12-31,491522000.0,686943000.0,5164000.0,922000.0,1104000.0,82447000.0
FSFG,27,2013-09-30,477726000.0,660455000.0,19132000.0,3936000.0,4258000.0,82253000.0
FSFG,28,2013-06-30,484383000.0,653020000.0,14269000.0,3014000.0,2960000.0,82027000.0
FSFG,29,2013-03-31,495255000.0,656155000.0,9596000.0,2105000.0,1925000.0,84239000.0
FSFG,30,2012-12-31,491873000.0,652634000.0,4819000.0,1095000.0,1000000.0,83502000.0
FSFG,31,2012-09-30,494234000.0,638913000.0,16308000.0,5385000.0,3008000.0,82926000.0
FSFG,32,2012-06-30,402999000.0,587038000.0,12936000.0,3489000.0,2371000.0,81017000.0
FSFG,33,2012-03-31,409706000.0,546249000.0,8367000.0,2365000.0,1326000.0,78948000.0
FSFG,34,2011-12-31,369621000.0,542239000.0,4235000.0,1242000.0,672000.0,77224000.0
FSFG,35,2011-09-30,387626000.0,537086000.0,16308000.0,5385000.0,3008000.0,76601000.0
FSFG,36,2011-06-30,377309000.0,523594000.0,12127000.0,4086000.0,2276000.0,57990000.0
CFFI,0,2020-09-30,1663513000.0,2080851000.0,69208000.0,10482000.0,35514000.0,188388000.0
CFFI,1,2020-06-30,1645789000.0,1983204000.0,43877000.0,7505000.0,18576000.0,182726000.0
CFFI,2,2020-03-31,1484374000.0,1877292000.0,22366000.0,4175000.0,9029000.0,178702000.0
CFFI,3,2019-12-31,1291250000.0,1657432000.0,80019000.0,14556000.0,32012000.0,164798000.0
CFFI,4,2019-09-30,1248580000.0,1619381000.0,59528000.0,10724000.0,23535000.0,161567000.0
CFFI,5,2019-06-30,1210209000.0,1567996000.0,39226000.0,6955000.0,15305000.0,158862000.0
CFFI,6,2019-03-31,1202194000.0,1549360000.0,19677000.0,3304000.0,7103000.0,154410000.0
CFFI,7,2018-12-31,1181661000.0,1521411000.0,73732000.0,11027000.0,25758000.0,151958000.0
CFFI,8,2018-09-30,1158455000.0,1499604000.0,55974000.0,8043000.0,20314000.0,149659000.0
CFFI,9,2018-06-30,1193431000.0,1535643000.0,37300000.0,5240000.0,13687000.0,146453000.0
CFFI,10,2018-03-31,1186093000.0,1524926000.0,18539000.0,2576000.0,6446000.0,142699000.0
CFFI,11,2017-12-31,1171429000.0,1509056000.0,72330000.0,9601000.0,26739000.0,141702000.0
CFFI,12,2017-09-30,1142621000.0,1484646000.0,54380000.0,7106000.0,20161000.0,147006000.0
CFFI,13,2017-06-30,1128199000.0,1464079000.0,36125000.0,4615000.0,13435000.0,144905000.0
CFFI,14,2017-03-31,1132524000.0,1464464000.0,17845000.0,2270000.0,6146000.0,141386000.0
CFFI,15,2016-12-31,1119921000.0,1451992000.0,70140000.0,8968000.0,25627000.0,139214000.0
CFFI,16,2016-09-30,1089128000.0,1425010000.0,52670000.0,6712000.0,19613000.0,139694000.0
CFFI,17,2016-06-30,1078459000.0,1414228000.0,34737000.0,4480000.0,12886000.0,137719000.0
CFFI,18,2016-03-31,1075088000.0,1404824000.0,17090000.0,2262000.0,5163000.0,133344000.0
CFFI,19,2015-12-31,1073633000.0,1405076000.0,66174000.0,8694000.0,20714000.0,131059000.0
CFFI,20,2015-09-30,1041797000.0,1373371000.0,49665000.0,6466000.0,15421000.0,129321000.0
CFFI,21,2015-06-30,1042828000.0,1372936000.0,33404000.0,4207000.0,10616000.0,125998000.0
CFFI,22,2015-03-31,1051867000.0,1363825000.0,16750000.0,2031000.0,5101000.0,124318000.0
CFFI,23,2014-12-31,1026101000.0,1333323000.0,64135000.0,8525000.0,19571000.0,123373000.0
CFFI,24,2014-09-30,1001432000.0,1315995000.0,48195000.0,6477000.0,14701000.0,122031000.0
CFFI,25,2014-06-30,1039752000.0,1347491000.0,32610000.0,4361000.0,10078000.0,119203000.0
CFFI,26,2014-03-31,1027200000.0,1339614000.0,16354000.0,2220000.0,4812000.0,117212000.0
CFFI,27,2013-12-31,1008292000.0,1312297000.0,57612000.0,8623000.0,22220000.0,112941000.0
CFFI,28,2013-09-30,685232000.0,983631000.0,42101000.0,6299000.0,,109379000.0
CFFI,29,2013-06-30,693797000.0,992681000.0,27577000.0,4230000.0,,105800000.0
CFFI,30,2013-03-31,696464000.0,993377000.0,16125000.0,2148000.0,,104914000.0
CFFI,31,2012-12-31,686184000.0,977018000.0,63922000.0,10111000.0,,102197000.0
CFFI,32,2012-09-30,664212000.0,961819000.0,47271000.0,7846000.0,,98477000.0
CFFI,33,2012-06-30,657447000.0,949714000.0,30284000.0,5435000.0,,93905000.0
CFFI,34,2012-03-31,660554000.0,945471000.0,15057000.0,2839000.0,,99469000.0
CFFI,35,2011-12-31,646416000.0,928124000.0,56084000.0,11881000.0,,96090000.0
CFFI,36,2011-09-30,637366000.0,908899000.0,41600000.0,8963000.0,,93272000.0
CFFI,37,2011-06-30,625845000.0,906571000.0,27918000.0,6032000.0,,99108000.0
FNWB,0,2020-09-30,1254456000.0,1564670000.0,29745000.0,6424000.0,11208000.0,180668000.0
FNWB,1,2020-06-30,1170325000.0,1478859000.0,19664000.0,4814000.0,6427000.0,176315000.0
FNWB,2,2020-03-31,1063905000.0,1396939000.0,9382000.0,2572000.0,2318000.0,167151000.0
FNWB,3,2019-12-31,1001645000.0,1307336000.0,33117000.0,11448000.0,7012000.0,176851000.0
FNWB,4,2019-09-30,970700000.0,1250310000.0,24496000.0,8850000.0,5295000.0,177310000.0
FNWB,5,2019-06-30,933265000.0,1257710000.0,16072000.0,6018000.0,3214000.0,176401000.0
FNWB,6,2019-03-31,952755000.0,1278789000.0,7800000.0,2914000.0,1411000.0,173407000.0
FNWB,7,2018-12-31,940260000.0,1258758000.0,32857000.0,9013000.0,5919000.0,172264000.0
FNWB,8,2018-09-30,931605000.0,1237771000.0,24692000.0,6286000.0,4307000.0,171903000.0
FNWB,9,2018-06-30,893326000.0,1203246000.0,16573000.0,3996000.0,2887000.0,172947000.0
FNWB,10,2018-03-31,880622000.0,1189585000.0,8275000.0,1874000.0,1482000.0,173502000.0
FNWB,11,2017-12-31,885032000.0,1215659000.0,,,,177045000.0
FNWB,12,2017-09-30,850933000.0,1150299000.0,7807000.0,1580000.0,1698000.0,177928000.0
FNWB,13,2017-06-30,823760000.0,1087676000.0,29779000.0,5159000.0,6174000.0,177721000.0
FNWB,14,2017-03-31,807715000.0,1081302000.0,21838000.0,3744000.0,4974000.0,178537000.0
FNWB,15,2016-12-31,794072000.0,1043815000.0,14340000.0,2441000.0,2773000.0,176892000.0
FNWB,16,2016-09-30,776345000.0,1048509000.0,7460000.0,1189000.0,1444000.0,189274000.0
FNWB,17,2016-06-30,723287000.0,1010102000.0,27897000.0,4770000.0,6177000.0,189741000.0
FNWB,18,2016-03-31,709740000.0,995371000.0,20460000.0,3563000.0,4192000.0,191263000.0
FNWB,19,2015-12-31,685093000.0,957802000.0,13598000.0,2408000.0,3141000.0,189375000.0
FNWB,20,2015-09-30,666943000.0,958131000.0,5915000.0,1227000.0,1263000.0,192258000.0
FNWB,21,2015-06-30,647164000.0,936802000.0,33046000.0,4592000.0,4707000.0,190681000.0
FNWB,22,2015-03-31,644664000.0,936769000.0,26720000.0,3385000.0,3414000.0,191647000.0
FNWB,23,2014-12-31,740824000.0,924151000.0,10959000.0,2223000.0,2121000.0,83009000.0
FNWB,24,2014-09-30,605163000.0,788146000.0,5517000.0,1107000.0,1142000.0,81895000.0
ESXB,0,2020-03-31,1221058000.0,1453540000.0,8594000.0,3708000.0,1335000.0,155468000.0
ESXB,1,2019-12-31,1163448000.0,1430840000.0,35729000.0,15492000.0,5354000.0,155479000.0
ESXB,2,2019-09-30,1177241000.0,1422681000.0,27061000.0,11628000.0,3976000.0,152638000.0
ESXB,3,2019-06-30,1216208000.0,1431131000.0,17831000.0,7587000.0,2465000.0,147396000.0
ESXB,4,2019-03-31,1168123000.0,1398497000.0,8840000.0,3681000.0,1014000.0,142308000.0
ESXB,5,2018-12-31,1164975000.0,1393150000.0,34877000.0,12054000.0,4463000.0,137461000.0
ESXB,6,2018-09-30,1133888000.0,1350420000.0,25844000.0,8639000.0,3379000.0,131803000.0
ESXB,7,2018-06-30,1123900000.0,1353868000.0,17553000.0,5475000.0,2168000.0,128644000.0
ESXB,8,2018-03-31,1096320000.0,1353232000.0,9415000.0,2612000.0,1082000.0,125044000.0
ESXB,9,2017-12-31,1095764000.0,1336190000.0,34157000.0,9199000.0,4697000.0,124003000.0
ESXB,10,2017-09-30,1078382000.0,1294130000.0,25693000.0,6690000.0,3506000.0,124423000.0
ESXB,11,2017-06-30,1082885000.0,1290507000.0,16987000.0,4327000.0,2341000.0,121757000.0
ESXB,12,2017-03-31,1052672000.0,1262721000.0,8451000.0,2081000.0,1153000.0,117713000.0
ESXB,13,2016-12-31,1037294000.0,1249816000.0,32750000.0,7820000.0,5179000.0,114536000.0
ESXB,14,2016-09-30,967324000.0,1204231000.0,24538000.0,5729000.0,4061000.0,114729000.0
ESXB,15,2016-06-30,957014000.0,1189522000.0,16260000.0,3825000.0,2716000.0,112231000.0
ESXB,16,2016-03-31,934052000.0,1160046000.0,8031000.0,1925000.0,1321000.0,108887000.0
ESXB,17,2015-12-31,945519000.0,1180557000.0,50260000.0,7497000.0,5081000.0,104487000.0
ESXB,18,2015-09-30,933565000.0,1149185000.0,41991000.0,5613000.0,3856000.0,102955000.0
ESXB,19,2015-06-30,947936000.0,1159131000.0,18962000.0,3735000.0,2603000.0,109179000.0
ESXB,20,2015-03-31,915015000.0,1137687000.0,9519000.0,1865000.0,1397000.0,109846000.0
ESXB,21,2014-12-31,918945000.0,1155734000.0,36817000.0,6933000.0,5269000.0,107650000.0
ESXB,22,2014-09-30,921712000.0,1128798000.0,28074000.0,5050000.0,3437000.0,104548000.0
ESXB,23,2014-06-30,914816000.0,1114819000.0,18536000.0,3267000.0,2271000.0,102089000.0
ESXB,24,2014-03-31,905168000.0,1101702000.0,9177000.0,1570000.0,1301000.0,110647000.0
ESXB,25,2013-12-31,892341000.0,1089532000.0,39288000.0,7078000.0,4724000.0,106659000.0
ESXB,26,2013-09-30,768299000.0,1114976000.0,28902000.0,5434000.0,3257000.0,108470000.0
ESXB,27,2013-06-30,952908000.0,1124567000.0,18506000.0,3685000.0,1701000.0,112818000.0
ESXB,28,2013-03-31,942058000.0,1117101000.0,9115000.0,1894000.0,730000.0,116335000.0
ESXB,29,2012-12-31,974318000.0,1153288000.0,39603000.0,9692000.0,4506000.0,115317000.0
ESXB,30,2012-09-30,940756000.0,1112277000.0,25094000.0,7638000.0,-1609000.0,113138000.0
ESXB,31,2012-06-30,953858000.0,1115896000.0,17055000.0,5299000.0,-1761000.0,113359000.0
ESXB,32,2012-03-31,944057000.0,1102678000.0,8410000.0,2712000.0,-1057000.0,111422000.0
ESXB,33,2011-12-31,933491000.0,1092496000.0,35854000.0,12228000.0,-4951000.0,111180000.0
ESXB,34,2011-09-30,915616000.0,1072568000.0,27229000.0,9364000.0,-3498000.0,110726000.0
ESXB,35,2011-06-30,910475000.0,1065483000.0,18545000.0,6390000.0,-2837000.0,109078000.0
BWFG,0,2020-06-30,1619964000.0,2043635000.0,19381000.0,12496000.0,1649000.0,170360000.0
BWFG,1,2020-03-31,1681132000.0,2053625000.0,9659000.0,6810000.0,1072000.0,170214000.0
BWFG,2,2019-12-31,1491903000.0,1882182000.0,35626000.0,29187000.0,5244000.0,182397000.0
BWFG,3,2019-09-30,1470284000.0,1858542000.0,26402000.0,22136000.0,4196000.0,176012000.0
BWFG,4,2019-06-30,1477731000.0,1859665000.0,17730000.0,14654000.0,2644000.0,176940000.0
BWFG,5,2019-03-31,1521365000.0,1897758000.0,8975000.0,7203000.0,1308000.0,176841000.0
BWFG,6,2018-12-31,1502244000.0,1873665000.0,35633000.0,23738000.0,3900000.0,174196000.0
BWFG,7,2018-09-30,1493169000.0,1885036000.0,26837000.0,16662000.0,3299000.0,174754000.0
BWFG,8,2018-06-30,1465638000.0,1870802000.0,17967000.0,10408000.0,2440000.0,169573000.0
BWFG,9,2018-03-31,1426527000.0,1831243000.0,9203000.0,4902000.0,1333000.0,165947000.0
BWFG,10,2017-12-31,1398405000.0,1796607000.0,29544000.0,11898000.0,2676000.0,161027000.0
BWFG,11,2017-09-30,1409791000.0,1804938000.0,23944000.0,12022000.0,3088000.0,158317000.0
BWFG,12,2017-06-30,1414285000.0,1755804000.0,15815000.0,7535000.0,2264000.0,153577000.0
BWFG,13,2017-03-31,1327460000.0,1672242000.0,8234000.0,3488000.0,1266000.0,149672000.0
BWFG,14,2016-12-31,1289037000.0,1628919000.0,29171000.0,7966000.0,3484000.0,145895000.0
BWFG,15,2016-09-30,1216942000.0,1565586000.0,21776000.0,8544000.0,2275000.0,140572000.0
BWFG,16,2016-06-30,1180591000.0,1516120000.0,14295000.0,5438000.0,1525000.0,137122000.0
BWFG,17,2016-03-31,1093734000.0,1420210000.0,7080000.0,2606000.0,672000.0,134608000.0
BWFG,18,2015-12-31,1046942000.0,1330372000.0,25812000.0,3929000.0,3041000.0,131769000.0
