,,date,deposits,assets,noninterestexpense,interestexpense,noninterestincome,stockholdersequity
OFG,8,2017-03-31,4717828000.0,6414607000.0,51684000.0,11560000.0,19074000.0,931429000.0
OFG,9,2016-12-31,4664487000.0,6501824000.0,215990000.0,57165000.0,66819000.0,920411000.0
OFG,10,2016-09-30,4754771000.0,6592113000.0,163608000.0,44584000.0,48873000.0,924934000.0
OFG,11,2016-06-30,4644054000.0,6712596000.0,108682000.0,30927000.0,28658000.0,915890000.0
OFG,12,2016-03-31,4779693000.0,6874572000.0,54857000.0,16331000.0,13503000.0,903801000.0
OFG,13,2015-12-31,4716859000.0,7099149000.0,248401000.0,69196000.0,52472000.0,897077000.0
OFG,14,2015-09-30,4717074000.0,7203822000.0,,,,907888000.0
OFG,15,2015-06-30,4749684000.0,7398325000.0,,,,911599000.0
OFG,16,2015-03-31,4894233000.0,7364156000.0,,,,936379000.0
OFG,17,2014-12-31,4924406000.0,7449109000.0,242725000.0,76782000.0,17323000.0,942197000.0
OFG,18,2014-09-30,5069175000.0,7673339000.0,,,,929998000.0
OFG,19,2014-06-30,5141233000.0,7710145000.0,,,,925202000.0
OFG,20,2014-03-31,5300992000.0,7855638000.0,,,,896491000.0
OFG,21,2013-12-31,5383265000.0,8158015000.0,264554000.0,83960000.0,17513000.0,884913000.0
OFG,22,2013-09-30,5610437000.0,8380225000.0,198903000.0,62573000.0,21828000.0,879726000.0
OFG,23,2013-06-30,5665038000.0,8435934000.0,,,,870924000.0
OFG,24,2013-03-31,5563514000.0,8702551000.0,,,,870242000.0
OFG,25,2012-12-31,5689559000.0,9193368000.0,127778000.0,105471000.0,24006000.0,863606000.0
OFG,26,2012-09-30,2214367000.0,6051205000.0,88006000.0,84251000.0,43368000.0,771687000.0
OFG,27,2012-06-30,2222942000.0,6375648000.0,58092000.0,58769000.0,30181000.0,692202000.0
OFG,28,2012-03-31,,,,,,
OFG,29,2011-12-31,,,,,,
OFG,30,2011-09-30,,,,,,
OFG,31,2011-06-30,,,,,,
FFWM,0,2020-03-31,5030827000.0,6513708000.0,32857000.0,17470000.0,10675000.0,623083000.0
FFWM,1,2019-12-31,4891144000.0,6314436000.0,129594000.0,78806000.0,41776000.0,613869000.0
FFWM,2,2019-09-30,5170566000.0,6358346000.0,97921000.0,60400000.0,31578000.0,604360000.0
FFWM,3,2019-06-30,4743942000.0,6285946000.0,65227000.0,40918000.0,17596000.0,586703000.0
FFWM,4,2019-03-31,4568702000.0,6001204000.0,32945000.0,19497000.0,8465000.0,568243000.0
FFWM,5,2018-12-31,4532968000.0,5840412000.0,127075000.0,51696000.0,35771000.0,559184000.0
FFWM,6,2018-09-30,4668707000.0,5466282000.0,96937000.0,35619000.0,27070000.0,530999000.0
FFWM,7,2018-06-30,4632950000.0,5966001000.0,62970000.0,21298000.0,15966000.0,517969000.0
FFWM,8,2018-03-31,3636192000.0,4842182000.0,28988000.0,9051000.0,8982000.0,412114000.0
FFWM,9,2017-12-31,3443527000.0,4541185000.0,98976000.0,23183000.0,38719000.0,394951000.0
FFWM,10,2017-09-30,3268726000.0,4051061000.0,70315000.0,16497000.0,27343000.0,340453000.0
FFWM,11,2017-06-30,3107404000.0,3903234000.0,46922000.0,10059000.0,17480000.0,316927000.0
FFWM,12,2017-03-31,2780377000.0,3687917000.0,24709000.0,4302000.0,7783000.0,291780000.0
FFWM,13,2016-12-31,2426795000.0,3975403000.0,80994000.0,11193000.0,34560000.0,284264000.0
FFWM,14,2016-09-30,2338737000.0,3593668000.0,60803000.0,7830000.0,26974000.0,287294000.0
FFWM,15,2016-06-30,2265596000.0,3492940000.0,39267000.0,4989000.0,11895000.0,277508000.0
FFWM,16,2016-03-31,1773106000.0,2690173000.0,19417000.0,2337000.0,6985000.0,270180000.0
FFWM,17,2015-12-31,1522176000.0,2592579000.0,61458000.0,6281000.0,28773000.0,259736000.0
FFWM,18,2015-09-30,1321527000.0,2248747000.0,44288000.0,4503000.0,19492000.0,257296000.0
FFWM,19,2015-06-30,1266318000.0,1869680000.0,27332000.0,2856000.0,12624000.0,122002000.0
FFWM,20,2015-03-31,961157000.0,1466601000.0,13358000.0,1287000.0,6204000.0,103522000.0
FFWM,21,2014-12-31,962954000.0,1355424000.0,52507000.0,4584000.0,24749000.0,99496000.0
FFWM,22,2014-09-30,951164000.0,1284513000.0,39512000.0,3277000.0,18704000.0,93860000.0
FFWM,23,2014-06-30,857165000.0,1164392000.0,26417000.0,2040000.0,11967000.0,91525000.0
FFWM,24,2014-03-31,854684000.0,1090348000.0,12546000.0,925000.0,5551000.0,88841000.0
MBIN,0,2020-03-31,6722705000.0,7908398000.0,22293000.0,22064000.0,19902000.0,672969000.0
MBIN,1,2019-12-31,5478075000.0,6371928000.0,63313000.0,89697000.0,47089000.0,653728000.0
MBIN,2,2019-09-30,5499649000.0,6337186000.0,44477000.0,63519000.0,24386000.0,629439000.0
MBIN,3,2019-06-30,4655990000.0,5287390000.0,28955000.0,36382000.0,13534000.0,515013000.0
MBIN,4,2019-03-31,3121027000.0,3976725000.0,13035000.0,15543000.0,3664000.0,477831000.0
MBIN,5,2018-12-31,3231086000.0,3884163000.0,50900000.0,50592000.0,49585000.0,421237000.0
MBIN,6,2018-09-30,3302369000.0,3806949000.0,34719000.0,34942000.0,34850000.0,407346000.0
MBIN,7,2018-06-30,3176350000.0,3786682000.0,22270000.0,20847000.0,22943000.0,392919000.0
MBIN,8,2018-03-31,3062600000.0,3675849000.0,10270000.0,8930000.0,11313000.0,379713000.0
MBIN,9,2017-12-31,2943561000.0,3393133000.0,34644000.0,27790000.0,47680000.0,367474000.0
MBIN,10,2017-09-30,2901464000.0,3237485000.0,23844000.0,19832000.0,32773000.0,243285000.0
EBSB,0,2020-09-30,4952027000.0,6566733000.0,72451000.0,48496000.0,11399000.0,748264000.0
EBSB,1,2020-06-30,4820397000.0,6417970000.0,49621000.0,35699000.0,7827000.0,734273000.0
EBSB,2,2020-03-31,4821949000.0,6348554000.0,26320000.0,20920000.0,-831000.0,719621000.0
EBSB,3,2019-12-31,4921533000.0,6343694000.0,100023000.0,93165000.0,13313000.0,726587000.0
EBSB,4,2019-09-30,4955702000.0,6363140000.0,74760000.0,69988000.0,9631000.0,711982000.0
EBSB,5,2019-06-30,5018304000.0,6368572000.0,50913000.0,45680000.0,6782000.0,695701000.0
EBSB,6,2019-03-31,5023010000.0,6281356000.0,25796000.0,21876000.0,3828000.0,686388000.0
EBSB,7,2018-12-31,4884184000.0,6178683000.0,94798000.0,63237000.0,9003000.0,674654000.0
EBSB,8,2018-09-30,4411253000.0,5775328000.0,71161000.0,43698000.0,8868000.0,679143000.0
EBSB,9,2018-06-30,4389571000.0,5677588000.0,48154000.0,26951000.0,5191000.0,664666000.0
EBSB,10,2018-03-31,4189374000.0,5460698000.0,24689000.0,12151000.0,2333000.0,655607000.0
EBSB,11,2017-12-31,4107861000.0,5299455000.0,87965000.0,38912000.0,23064000.0,646399000.0
EBSB,12,2017-09-30,3945469000.0,5086414000.0,64096000.0,27368000.0,14355000.0,640404000.0
EBSB,13,2017-06-30,3659917000.0,4787414000.0,43282000.0,17452000.0,9102000.0,626729000.0
EBSB,14,2017-03-31,3656633000.0,4638712000.0,21877000.0,8399000.0,4072000.0,616178000.0
EBSB,15,2016-12-31,3475837000.0,4436002000.0,77494000.0,27137000.0,14190000.0,607297000.0
EBSB,16,2016-09-30,3229569000.0,4173130000.0,57716000.0,19307000.0,8576000.0,597056000.0
EBSB,17,2016-06-30,2998037000.0,3929076000.0,38552000.0,12189000.0,5275000.0,586652000.0
EBSB,18,2016-03-31,2911419000.0,3729455000.0,19230000.0,5805000.0,2692000.0,582684000.0
EBSB,19,2015-12-31,2743018000.0,3524509000.0,72691000.0,20451000.0,13040000.0,588126000.0
EBSB,20,2015-09-30,2630681000.0,3375848000.0,53504000.0,15151000.0,10366000.0,583099000.0
EBSB,21,2015-06-30,2551166000.0,3302261000.0,35415000.0,10026000.0,7569000.0,588597000.0
EBSB,22,2015-03-31,2594284000.0,3347625000.0,18068000.0,5185000.0,3350000.0,583605000.0
EBSB,23,2014-12-31,2503935000.0,3278526000.0,67434000.0,20513000.0,16056000.0,577710000.0
EBSB,24,2014-09-30,2403418000.0,3168767000.0,50409000.0,15233000.0,11708000.0,571039000.0
EBSB,25,2014-06-30,2564307000.0,3055927000.0,33702000.0,10088000.0,8021000.0,261935000.0
EBSB,26,2014-03-31,2317479000.0,2795137000.0,17421000.0,5026000.0,3984000.0,254567000.0
EBSB,27,2013-12-31,2248600000.0,2682101000.0,64515000.0,20135000.0,19416000.0,249205000.0
EBSB,28,2013-09-30,2205103000.0,2654980000.0,47474000.0,14949000.0,14315000.0,243650000.0
EBSB,29,2013-06-30,2062069000.0,2508434000.0,31887000.0,9726000.0,9081000.0,238897000.0
EBSB,30,2013-03-31,1957507000.0,2400229000.0,16292000.0,4790000.0,4361000.0,239097000.0
EBSB,31,2012-12-31,1865433000.0,2278771000.0,59948000.0,18945000.0,21261000.0,233943000.0
EBSB,32,2012-09-30,1796851000.0,2219406000.0,44431000.0,14101000.0,17092000.0,232678000.0
EBSB,33,2012-06-30,1700637000.0,2099994000.0,30065000.0,9359000.0,12553000.0,228767000.0
EBSB,34,2012-03-31,,,,,,
EBSB,35,2011-12-31,,,,,,
EBSB,36,2011-09-30,,,,,,
EBSB,37,2011-06-30,,,,,,
HMST,0,2020-09-30,5815690000.0,7409641000.0,170893000.0,36674000.0,105387000.0,696306000.0
HMST,1,2020-06-30,5656321000.0,7351118000.0,112836000.0,28621000.0,69232000.0,694649000.0
HMST,2,2020-03-31,5257057000.0,6806718000.0,55184000.0,18315000.0,32630000.0,677314000.0
HMST,3,2019-12-31,5339959000.0,6812435000.0,215614000.0,88216000.0,74432000.0,679723000.0
HMST,4,2019-09-30,5804307000.0,6835878000.0,162399000.0,66961000.0,52501000.0,691136000.0
HMST,5,2019-06-30,5590893000.0,7200790000.0,106678000.0,44018000.0,27921000.0,671175000.0
HMST,6,2019-03-31,5178334000.0,7171405000.0,47846000.0,21126000.0,8092000.0,747031000.0
HMST,7,2018-12-31,5051408000.0,7042221000.0,390573000.0,68223000.0,236959000.0,739520000.0
HMST,8,2018-09-30,5155042000.0,7029082000.0,305929000.0,47429000.0,188328000.0,714782000.0
HMST,9,2018-06-30,5120285000.0,7163877000.0,211334000.0,29400000.0,130220000.0,706459000.0
HMST,10,2018-03-31,5048996000.0,6924056000.0,100769000.0,13214000.0,60831000.0,700963000.0
HMST,11,2017-12-31,4760952000.0,6742041000.0,439653000.0,43245000.0,312154000.0,704380000.0
HMST,12,2017-09-30,4670486000.0,6796346000.0,332815000.0,30638000.0,239353000.0,671469000.0
HMST,13,2017-06-30,4747771000.0,6586557000.0,218118000.0,19497000.0,155469000.0,655841000.0
HMST,14,2017-03-31,4595809000.0,6401143000.0,106874000.0,9623000.0,74461000.0,640919000.0
HMST,15,2016-12-31,4429701000.0,6243700000.0,444322000.0,29488000.0,359150000.0,629284000.0
HMST,16,2016-09-30,4504560000.0,6226601000.0,326783000.0,20700000.0,285929000.0,586028000.0
HMST,17,2016-06-30,4239155000.0,5941178000.0,212384000.0,12172000.0,174184000.0,559603000.0
HMST,18,2016-03-31,3823027000.0,5417252000.0,101353000.0,5363000.0,71708000.0,529132000.0
HMST,19,2015-12-31,3231953000.0,4894495000.0,366568000.0,16776000.0,281237000.0,465275000.0
HMST,20,2015-09-30,3307693000.0,4975653000.0,273843000.0,12078000.0,215828000.0,460458000.0
HMST,21,2015-06-30,3322653000.0,4866248000.0,181817000.0,7722000.0,148360000.0,447726000.0
HMST,22,2015-03-31,3344223000.0,4604403000.0,89482000.0,3512000.0,75373000.0,439395000.0
HMST,23,2014-12-31,2445430000.0,3535090000.0,252011000.0,12624000.0,185657000.0,302238000.0
HMST,24,2014-09-30,2425458000.0,3474656000.0,183220000.0,9346000.0,134170000.0,294568000.0
HMST,25,2014-06-30,2417712000.0,3235676000.0,119062000.0,6176000.0,88357000.0,288249000.0
HMST,26,2014-03-31,2371358000.0,3124812000.0,56091000.0,3098000.0,34707000.0,273510000.0
HMST,27,2013-12-31,2210821000.0,3066054000.0,229495000.0,14532000.0,190745000.0,265926000.0
HMST,28,2013-09-30,2098076000.0,2854323000.0,170627000.0,11492000.0,154673000.0,268208000.0
HMST,29,2013-06-30,1963123000.0,2776124000.0,112511000.0,8556000.0,116499000.0,268321000.0
HMST,30,2013-03-31,1934704000.0,2508251000.0,55757000.0,5503000.0,58901000.0,270405000.0
HMST,31,2012-12-31,1976835000.0,2631230000.0,183105000.0,19948000.0,237534000.0,263762000.0
HMST,32,2012-09-30,1981814000.0,2507941000.0,127352000.0,15613000.0,162745000.0,239260000.0
HMST,33,2012-06-30,1904749000.0,2424947000.0,81532000.0,11081000.0,94613000.0,214023000.0
HMST,34,2012-03-31,,,,,,
CNOB,0,2020-09-30,5798756000.0,7449559000.0,94599000.0,55992000.0,10958000.0,890736000.0
CNOB,1,2020-06-30,5826861000.0,7617184000.0,68121000.0,39320000.0,7475000.0,867741000.0
CNOB,2,2020-03-31,5509192000.0,7279327000.0,35058000.0,21433000.0,2854000.0,853710000.0
CNOB,3,2019-12-31,4767542000.0,6174032000.0,92228000.0,85165000.0,8035000.0,731190000.0
CNOB,4,2019-09-30,4751234000.0,6161269000.0,70031000.0,64588000.0,5789000.0,720160000.0
CNOB,5,2019-06-30,4641143000.0,6109066000.0,49652000.0,42605000.0,3680000.0,699224000.0
CNOB,6,2019-03-31,4593998000.0,6048976000.0,28062000.0,20257000.0,1738000.0,682395000.0
CNOB,7,2018-12-31,4092092000.0,5462092000.0,70720000.0,58918000.0,5739000.0,613927000.0
CNOB,8,2018-09-30,3988765000.0,5368641000.0,52454000.0,41856000.0,4224000.0,594871000.0
CNOB,9,2018-06-30,3905410000.0,5275368000.0,34167000.0,26467000.0,2795000.0,578557000.0
CNOB,10,2018-03-31,3749587000.0,5158368000.0,17059000.0,12328000.0,1407000.0,564266000.0
CNOB,11,2017-12-31,3795128000.0,5108442000.0,78759000.0,36255000.0,8204000.0,565437000.0
CNOB,12,2017-09-30,3623769000.0,4844755000.0,62193000.0,25852000.0,6180000.0,557691000.0
CNOB,13,2017-06-30,3430373000.0,4681280000.0,43552000.0,16533000.0,4424000.0,546173000.0
CNOB,14,2017-03-31,3355477000.0,4460816000.0,18249000.0,7943000.0,3002000.0,540277000.0
CNOB,15,2016-12-31,3344271000.0,4426348000.0,58507000.0,31096000.0,9920000.0,531032000.0
CNOB,16,2016-09-30,3268949000.0,4327804000.0,43256000.0,23004000.0,8348000.0,499588000.0
CNOB,17,2016-06-30,3200993000.0,4262914000.0,28705000.0,14850000.0,2772000.0,484414000.0
CNOB,18,2016-03-31,2893071000.0,4091000000.0,14353000.0,7206000.0,,474727000.0
CNOB,19,2015-12-31,2790966000.0,4016721000.0,54484000.0,23814000.0,11173000.0,477344000.0
CNOB,20,2015-09-30,2666624000.0,3838253000.0,40905000.0,17040000.0,8810000.0,471146000.0
CNOB,21,2015-06-30,2569231000.0,3660057000.0,27604000.0,10581000.0,4991000.0,463982000.0
CNOB,22,2015-03-31,2496011000.0,3505891000.0,12631000.0,5078000.0,1555000.0,456194000.0
CNOB,23,2014-12-31,2475607000.0,3448572000.0,54804000.0,14808000.0,7498000.0,446219000.0
CNOB,24,2014-09-30,2469168000.0,3356257000.0,39640000.0,10257000.0,5422000.0,441839000.0
CNOB,25,2014-06-30,1274620000.0,1665809000.0,14240000.0,5460000.0,4245000.0,178278000.0
CNOB,26,2014-03-31,1339885000.0,1676160000.0,7496000.0,2727000.0,2521000.0,
CNOB,27,2013-12-31,1342005000.0,1673082000.0,25278000.0,11082000.0,6851000.0,168584000.0
CNOB,28,2013-09-30,1314317000.0,1644416000.0,18819000.0,8304000.0,5095000.0,
CNOB,29,2013-06-30,1280894000.0,1605698000.0,12614000.0,5485000.0,3552000.0,
CNOB,30,2013-03-31,1282223000.0,1609795000.0,6538000.0,2734000.0,1845000.0,
CNOB,31,2012-12-31,1306922000.0,1629765000.0,25197000.0,11776000.0,7210000.0,160691000.0
CNOB,32,2012-09-30,1293013000.0,1612079000.0,19004000.0,8935000.0,6194000.0,
CNOB,33,2012-06-30,1174649000.0,1501022000.0,11497000.0,6000000.0,3559000.0,
CNOB,34,2012-03-31,1153473000.0,1476595000.0,5807000.0,3050000.0,1955000.0,
CNOB,35,2011-12-31,1121415000.0,1432738000.0,23443000.0,12177000.0,7478000.0,
CNOB,36,2011-09-30,1060022000.0,1376517000.0,17221000.0,9076000.0,5612000.0,
CNOB,37,2011-06-30,965676000.0,1307438000.0,11692000.0,6007000.0,3329000.0,
NCBS,0,2020-09-30,3712808000.0,4706375000.0,75352000.0,15845000.0,45747000.0,538068000.0
NCBS,1,2020-06-30,3537805000.0,4541228000.0,51667000.0,11135000.0,27056000.0,532033000.0
NCBS,2,2020-03-31,3023466000.0,3732554000.0,23854000.0,5740000.0,9585000.0,510971000.0
NCBS,3,2019-12-31,2954453000.0,3577260000.0,96799000.0,22510000.0,53367000.0,516262000.0
NCBS,4,2019-09-30,2584447000.0,3105671000.0,71373000.0,16787000.0,40058000.0,428014000.0
NCBS,5,2019-06-30,2536639000.0,3054813000.0,48486000.0,11310000.0,27746000.0,411415000.0
NCBS,6,2019-03-31,2538486000.0,3041091000.0,22759000.0,5684000.0,9186000.0,398767000.0
NCBS,7,2018-12-31,2614138000.0,3096535000.0,89758000.0,18889000.0,39509000.0,386609000.0
NCBS,8,2018-09-30,2522156000.0,3000902000.0,68137000.0,13591000.0,29712000.0,377171000.0
NCBS,9,2018-06-30,2455536000.0,2922151000.0,45093000.0,8653000.0,19063000.0,370584000.0
NCBS,10,2018-03-31,2765090000.0,3223935000.0,22642000.0,3911000.0,8824000.0,363988000.0
NCBS,11,2017-12-31,2471064000.0,2932433000.0,64942000.0,7334000.0,26674000.0,364178000.0
NCBS,12,2017-09-30,2366951000.0,2845730000.0,59498000.0,7182000.0,26018000.0,360426000.0
NCBS,13,2017-06-30,2389971000.0,2825917000.0,38636000.0,4119000.0,15854000.0,352384000.0
NCBS,14,2017-03-31,1946271000.0,2292644000.0,18323000.0,1766000.0,6769000.0,285022000.0
NCBS,15,2016-12-31,1969986000.0,2300879000.0,39648000.0,7213000.0,17708000.0,275947000.0
NCBS,16,2016-09-30,1934082000.0,2269487000.0,46556000.0,5466000.0,18780000.0,276269000.0
NCBS,17,2016-06-30,1894235000.0,2256785000.0,27537000.0,3575000.0,10248000.0,283976000.0
NCBS,18,2016-03-31,1081472000.0,1244035000.0,10018000.0,1690000.0,3878000.0,114615000.0
NCBS,19,2015-12-31,1056417000.0,1214439000.0,38709000.0,7067000.0,14185000.0,109501000.0
NCBS,20,2015-09-30,1012181000.0,1166852000.0,29375000.0,5401000.0,13149000.0,104857000.0
NCBS,21,2015-06-30,999939000.0,1185276000.0,19526000.0,3559000.0,8964000.0,113868000.0
NCBS,22,2015-03-31,1040778000.0,1204402000.0,9802000.0,1741000.0,4070000.0,113648000.0
NCBS,23,2014-12-31,1059903000.0,1215285000.0,36431000.0,6292000.0,25736000.0,111008000.0
NCBS,24,2014-09-30,1011509000.0,1169620000.0,28595000.0,5316000.0,10285000.0,109676000.0
NCBS,25,2014-06-30,1011121000.0,1173772000.0,19072000.0,3586000.0,6640000.0,108067000.0
NCBS,26,2014-03-31,1042244000.0,1217709000.0,9588000.0,1753000.0,3760000.0,107230000.0
NCBS,27,2013-12-31,1034834000.0,1198803000.0,24062000.0,6530000.0,10744000.0,104862000.0
NCBS,28,2013-09-30,960190000.0,1134670000.0,26150000.0,4583000.0,22264000.0,103540000.0
NCBS,29,2013-06-30,908083000.0,1088440000.0,15926000.0,2949000.0,16522000.0,101304000.0
NCBS,30,2013-03-31,563198000.0,682051000.0,6340000.0,1409000.0,2756000.0,78338000.0
RBCAA,0,2020-03-31,,5722033000.0,46969000.0,8421000.0,30569000.0,784046000.0
RBCAA,1,2019-12-31,,5620319000.0,172183000.0,44757000.0,75008000.0,764244000.0
RBCAA,2,2019-09-30,,6103647000.0,131348000.0,34625000.0,55353000.0,744447000.0
RBCAA,3,2019-06-30,,5723134000.0,88937000.0,22052000.0,42542000.0,731428000.0
RBCAA,4,2019-03-31,,5365768000.0,45509000.0,10334000.0,27417000.0,717091000.0
RBCAA,5,2018-12-31,,5240404000.0,163852000.0,30123000.0,63425000.0,689934000.0
RBCAA,6,2018-09-30,,5222354000.0,124889000.0,21497000.0,53306000.0,676810000.0
RBCAA,7,2018-06-30,,5265945000.0,83677000.0,13440000.0,41841000.0,664008000.0
RBCAA,8,2018-03-31,,5078334000.0,43045000.0,6168000.0,27545000.0,653254000.0
RBCAA,9,2017-12-31,,5085362000.0,150844000.0,20258000.0,58414000.0,632424000.0
RBCAA,10,2017-09-30,,4993174000.0,112699000.0,14547000.0,48224000.0,633287000.0
RBCAA,11,2017-06-30,,4955661000.0,74673000.0,9129000.0,37850000.0,626891000.0
RBCAA,12,2017-03-31,,4664792000.0,38939000.0,4445000.0,24923000.0,620664000.0
RBCAA,13,2016-12-31,,4816309000.0,130107000.0,17938000.0,57509000.0,604406000.0
RBCAA,14,2016-09-30,,4827277000.0,97941000.0,13680000.0,47024000.0,600560000.0
RBCAA,15,2016-06-30,,4646922000.0,64407000.0,9144000.0,35723000.0,595023000.0
RBCAA,16,2016-03-31,,4246765000.0,32541000.0,4581000.0,24921000.0,591557000.0
RBCAA,17,2015-12-31,,4230289000.0,113324000.0,18462000.0,47994000.0,576547000.0
RBCAA,18,2015-09-30,,4035977000.0,86477000.0,14086000.0,40277000.0,574712000.0
RBCAA,19,2015-06-30,,4066219000.0,58239000.0,9403000.0,32471000.0,572972000.0
RBCAA,20,2015-03-31,,3952187000.0,31074000.0,4739000.0,22986000.0,569471000.0
RBCAA,21,2014-12-31,,3747013000.0,108118000.0,19604000.0,42519000.0,558731000.0
RBCAA,22,2014-09-30,,3625619000.0,83352000.0,14750000.0,37987000.0,557368000.0
RBCAA,23,2014-06-30,,3465324000.0,57659000.0,10048000.0,30972000.0,555291000.0
RBCAA,24,2014-03-31,,3507172000.0,30944000.0,5193000.0,21460000.0,550858000.0
RBCAA,25,2013-12-31,,3371904000.0,117663000.0,21393000.0,47969000.0,542793000.0
RBCAA,26,2013-09-30,,3331881000.0,87326000.0,16093000.0,40847000.0,545510000.0
RBCAA,27,2013-06-30,,3317065000.0,61001000.0,10623000.0,33308000.0,544067000.0
RBCAA,28,2013-03-31,2071796000.0,3401358000.0,31302000.0,5271000.0,22525000.0,542735000.0
RBCAA,29,2012-12-31,1982928000.0,3394399000.0,126745000.0,22804000.0,165078000.0,536702000.0
RBCAA,30,2012-09-30,2055610000.0,3435776000.0,98366000.0,17425000.0,155740000.0,557756000.0
RBCAA,31,2012-06-30,1905291000.0,3278800000.0,68604000.0,11869000.0,120895000.0,539713000.0
RBCAA,32,2012-03-31,2048799000.0,3344834000.0,41153000.0,6367000.0,106809000.0,533493000.0
RBCAA,33,2011-12-31,1733978000.0,3419991000.0,122321000.0,30255000.0,119624000.0,452367000.0
RBCAA,34,2011-09-30,1802398000.0,3095141000.0,97782000.0,23545000.0,113156000.0,453071000.0
RBCAA,35,2011-06-30,1790661000.0,3104570000.0,71344000.0,16282000.0,102680000.0,445743000.0
WASH,0,2020-09-30,4285693000.0,5849792000.0,91275000.0,35361000.0,71715000.0,527693000.0
WASH,1,2020-06-30,4101436000.0,5876960000.0,58931000.0,26181000.0,46247000.0,520163000.0
WASH,2,2020-03-31,3706314000.0,5620979000.0,30453000.0,14514000.0,19927000.0,508597000.0
WASH,3,2019-12-31,3498882000.0,5292659000.0,110740000.0,64249000.0,67080000.0,503492000.0
WASH,4,2019-09-30,3586153000.0,5198878000.0,81985000.0,48860000.0,50462000.0,497825000.0
WASH,5,2019-06-30,3504622000.0,5189672000.0,55115000.0,32311000.0,32120000.0,484205000.0
WASH,6,2019-03-31,3504260000.0,5154729000.0,26964000.0,15610000.0,15367000.0,469843000.0
WASH,7,2018-12-31,3524048000.0,5010766000.0,106162000.0,44117000.0,62114000.0,448184000.0
WASH,8,2018-09-30,3414348000.0,4770672000.0,79480000.0,30478000.0,46951000.0,427909000.0
WASH,9,2018-06-30,3321611000.0,4737242000.0,53418000.0,18763000.0,31736000.0,421571000.0
WASH,10,2018-03-31,3256434000.0,4566326000.0,27130000.0,8588000.0,15743000.0,413081000.0
WASH,11,2017-12-31,3242707000.0,4529850000.0,104100000.0,30055000.0,64809000.0,413284000.0
WASH,12,2017-09-30,3157081000.0,4469230000.0,78346000.0,22044000.0,48599000.0,414228000.0
WASH,13,2017-06-30,3021189000.0,4375529000.0,51592000.0,14234000.0,31316000.0,406042000.0
WASH,14,2017-03-31,3115571000.0,4388763000.0,25286000.0,6985000.0,14510000.0,397785000.0
WASH,15,2016-12-31,3063752000.0,4381115000.0,101103000.0,22992000.0,65129000.0,390804000.0
WASH,16,2016-09-30,3037374000.0,4204034000.0,76130000.0,16525000.0,47809000.0,395327000.0
WASH,17,2016-06-30,2789350000.0,3917081000.0,51480000.0,10648000.0,30548000.0,388332000.0
WASH,18,2016-03-31,2879651000.0,3838210000.0,25450000.0,5234000.0,14634000.0,381280000.0
WASH,19,2015-12-31,2934255000.0,3771604000.0,96929000.0,21768000.0,58340000.0,375388000.0
WASH,20,2015-09-30,2836280000.0,3674836000.0,72368000.0,16546000.0,43194000.0,370527000.0
WASH,21,2015-06-30,2739119000.0,3644477000.0,47830000.0,11017000.0,29281000.0,359167000.0
WASH,22,2015-03-31,2783143000.0,3602514000.0,23531000.0,5535000.0,14020000.0,353879000.0
WASH,23,2014-12-31,2754818000.0,3586874000.0,96847000.0,21612000.0,59015000.0,346279000.0
WASH,24,2014-09-30,2738888000.0,3415882000.0,73787000.0,15970000.0,45309000.0,348562000.0
WASH,25,2014-06-30,2586097000.0,3317022000.0,51740000.0,10577000.0,32184000.0,343450000.0
WASH,26,2014-03-31,2591654000.0,3194146000.0,29292000.0,5454000.0,19370000.0,335858000.0
WASH,27,2013-12-31,2505321000.0,3188867000.0,98785000.0,24563000.0,62080000.0,329646000.0
WASH,28,2013-09-30,2454831000.0,3131958000.0,74737000.0,18718000.0,46960000.0,323585000.0
WASH,29,2013-06-30,2304609000.0,3061307000.0,49189000.0,12716000.0,29560000.0,303370000.0
WASH,30,2013-03-31,2319641000.0,3051848000.0,,,,301291000.0
WASH,31,2012-12-31,2312631000.0,3071884000.0,102338000.0,30365000.0,65214000.0,295652000.0
WASH,32,2012-09-30,2234659000.0,3048868000.0,74917000.0,23439000.0,47327000.0,298394000.0
WASH,33,2012-06-30,2130453000.0,3041050000.0,48627000.0,15924000.0,30406000.0,292734000.0
WASH,34,2012-03-31,2145562000.0,3028690000.0,23399000.0,8145000.0,14232000.0,287935000.0
WASH,35,2011-12-31,2126315000.0,3064098000.0,90373000.0,36391000.0,52764000.0,281351000.0
WASH,36,2011-09-30,2086150000.0,2969613000.0,65599000.0,27899000.0,37938000.0,285494000.0
WASH,37,2011-06-30,1996043000.0,2936306000.0,43004000.0,18914000.0,24982000.0,281425000.0
FDEF,0,2020-09-30,5795757000.0,6974953000.0,123856000.0,24093000.0,62013000.0,959025000.0
FDEF,1,2020-06-30,5759843000.0,7013811000.0,80293000.0,17205000.0,37014000.0,940968000.0
FDEF,2,2020-03-31,4994148000.0,6538942000.0,43768000.0,9059000.0,13999000.0,916843000.0
FDEF,3,2019-12-31,2870325000.0,3468992000.0,97063000.0,25435000.0,44956000.0,426167000.0
FDEF,4,2019-09-30,2760615000.0,3350724000.0,72304000.0,18692000.0,33141000.0,418046000.0
FDEF,5,2019-06-30,2680637000.0,3277552000.0,49101000.0,11901000.0,21299000.0,407216000.0
