,,symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
WSBF,7,WSBF,2016-12-31,42001000.0,44166000.0,43949499.0,35240713.0,35240713.0,35240713.0,-20564192.0,-20564192.0,-20564192.0,-22526751.0,-22526751.0,-22526751.0,61009951.0,61009951.0,61009951.0,0.9384,0.9660000000000001,0.9016000000000001,3.0,3.0
WSBF,8,WSBF,2009-12-31,53301500.0,56049000.0,55774249.0,44722337.0,44722337.0,44722337.0,-26097053.0,-26097053.0,-26097053.0,-28587644.0,-28587644.0,-28587644.0,77424869.0,77424869.0,77424869.0,-0.1301418,-0.13396950000000002,-0.12503820000000002,3.0,3.0
WSBF,9,WSBF,2008-12-31,49222650.0,51759900.0,51506174.0,,,,,,,,,,,,,0.8923674,0.9186135000000001,0.8573726,3.0,3.0
TSC,0,TSC,2024-12-31,256364088.0,274864589.0,264292874.0,308139647,308139647,308139647,101862602,101862602,101862602,89303732,89303732,89303732,164950717,164950717,164950717,3.303197487205511,3.4353253866937314,3.2041015625893454,2.0,1.0
TSC,1,TSC,2023-12-31,235974078.0,253003135.0,243272245.0,309353815,263876912,277664225,102263974,87230544,91788256,89655617,76475693,80471474,165600675,141256363,148636871,2.4917706998790203,2.6163592348729714,2.41701757888265,2.0,1.0
TSC,2,TSC,2022-12-31,197880000.0,248723940.0,227282352.0,254605065,264398573,259237771,84165524,87402992,85696971,73788566,76626879,75131197,136293036,141535614,138772977,1.8984667000000002,2.1966,1.6140599999999998,3.0,4.0
TSC,3,TSC,2021-12-31,184300000.0,223074000.0,207901637.0,223862572,249541819,237992118,74002890,82491752,78673735,64878907,72321158,68973872,119836224,133582622,127399933,1.2827,1.6380000000000001,0.6664,6.0,8.0
TSC,4,TSC,2020-12-31,181487000.0,197064000.0,192573716.0,218202962,222902603,220231606,72131977,73685551,72802592,63238663,64600693,63826596,116806569,119322341,117892525,1.0951733000000001,1.3545,0.735,6.0,8.0
TSC,5,TSC,2019-12-31,172746330.0,183618360.0,181610651.0,163868053,164651879,164219960,65836220,66151133,65977604,59352821,59636722,59480281,110094554,110621166,110330982,1.9105867,2.016,1.813,5.0,7.0
TSC,6,TSC,2018-12-31,158401000.0,167568660.0,166172348.0,110974654,111155347,111074243,56174868,56266334,56225280,44954095,45027291,44994437,107508545,107683594,107605024,1.7910632999999998,1.9005,1.666,8.0,8.0
TSC,7,TSC,2017-12-31,133855150.0,141372000.0,140296345.0,78639524,78638992,78579550,48024656,48024330,47988030,32993695,32993472,32968533,91734016,91733395,91664055,1.2372500000000002,1.3125,1.1662,8.0,8.0
TSC,8,TSC,2016-12-31,116196300.0,122722320.0,121880692.0,60432905,60267725,60424350,38864278,38758051,38858777,26182741,26111176,26179034,81566085,81343141,81554538,0.9884567000000001,1.0605,0.9309999999999999,6.0,7.0
TSC,9,TSC,2015-12-31,99799420.0,105693420.0,104696488.0,40871287,40250053,40557142,24840162,24462597,24649236,17247099,16984947,17114535,80811881,79583560,80190746,0.8019400000000001,0.8400000000000001,0.7742,5.0,6.0
CNBKA,0,CNBKA,2009-12-31,51539064.0,55258378.0,53133056.0,50639661.0,50639661.0,50639661.0,11357113.0,11357113.0,11357113.0,9045488.0,9045488.0,9045488.0,47639573.0,47639573.0,47639573.0,1.1400879075221282,1.1856914238230134,1.1058852702964643,1.0,1.0
CNBKA,1,CNBKA,2008-12-31,51279880.0,54980490.0,52865856.0,58968545.0,60124791.0,58097090.0,11457618.0,11682278.0,11288294.0,7939928.0,8095613.0,7822590.0,42011269.0,42835019.0,41390414.0,1.1500008577064926,1.2075009005918174,1.115500831975298,1.0,1.0
CNBKA,2,CNBKA,2007-12-31,51022000.0,53652000.0,53388999.0,59236276.0,59236276.0,59236276.0,7700206.0,7700206.0,7700206.0,5097319.0,5097319.0,5097319.0,44465979.0,44465979.0,44465979.0,1.1947999999999999,1.218,1.1367999999999998,4.0,4.0
CNBKA,3,CNBKA,2006-12-31,47045000.0,49470000.0,49227499.0,39580560.0,39580560.0,39580560.0,18066907.0,18066907.0,18066907.0,10261301.0,10261301.0,10261301.0,30520795.0,30520795.0,30520795.0,0.9167000000000001,0.9345000000000001,0.8722,4.0,4.0
CNBKA,4,CNBKA,2004-12-31,50828000.0,53448000.0,53185999.0,42763327.0,42763327.0,42763327.0,19519710.0,19519710.0,19519710.0,11086437.0,11086437.0,11086437.0,32975045.0,32975045.0,32975045.0,1.7098,1.7429999999999999,1.6267999999999998,4.0,4.0
CNBKA,5,CNBKA,2003-12-31,53641000.0,56406000.0,56129499.0,,,,,,,,,,,,,2.4102,2.457,2.2931999999999997,4.0,4.0
BDGE,0,BDGE,2024-12-31,144409159.0,154830438.0,148875421.0,113896111,113896111,113896111,68000100,68000100,68000100,53459159,53459159,53459159,105322541,105322541,105322541,1.8366613948957586,1.910127850691589,1.7815615530488857,2.0,2.0
BDGE,1,BDGE,2023-12-31,148430834.0,159142337.0,153021478.0,116879866,119171628,115152578,69781510,71149775,68750257,54859638,55935317,54048905,108081693,110200941,106484427,2.0055643731433084,2.105842591800474,1.945397441949009,2.0,2.0
BDGE,2,BDGE,2022-12-31,152564510.0,160428660.0,159642244.0,124156856,116795470,119452298,74126137,69731123,71317346,58275223,54820026,56067055,114810905,108003649,110460484,2.2338,2.2995,2.1462,4.0,4.0
BDGE,3,BDGE,2021-12-31,149282990.0,166872000.0,162360668.0,122737004,119512551,122209523,73278435,71353320,72963509,57608790,56095336,57361208,113497932,110516201,113010157,2.58825,2.8350000000000004,2.2735999999999996,7.0,7.0
BDGE,4,BDGE,2020-12-31,154424000.0,177276000.0,168676962.0,121753727,132331444,126806299,72691383,79006663,75707951,57147272,62112111,59518786,112588672,122370147,117260910,2.6724,3.0135,2.3814,7.0,7.0
BDGE,5,BDGE,2019-12-31,139680000.0,147532800.0,146492920.0,89886471,89806288,89928910,50962113,50916652,50986174,41330855,41293986,41350369,105342211,105248241,105391948,2.6173200000000003,2.6985,2.5088,7.0,7.0
BDGE,6,BDGE,2018-12-31,132569900.0,140147989.0,138970409.0,67036911,67071940,66988198,42676949,42699249,42645937,22199363,22210963,22183232,114327965,114387705,114244887,2.6928,2.7720000000000002,2.5872,5.0,5.0
BDGE,7,BDGE,2017-12-31,122654560.0,129598140.0,128669854.0,66339476,65797002,66120320,57060316,56593720,56871815,37304787,36999737,37181549,86853904,86143678,86566977,1.938,1.9949999999999999,1.8619999999999999,5.0,5.0
BDGE,8,BDGE,2016-12-31,116691000.0,124313520.0,122819567.0,47331530,43040258,45699129,39225426,35669087,37872593,25967825,23613475,25072229,94579417,86004457,91317499,2.0094,2.0895,1.9012,6.0,6.0
BDGE,9,BDGE,2015-12-31,94866000.0,111139200.0,103414970.0,41477267,40756127,40500477,30202941,29677821,29491661,19847647,19502568,19380234,78527647,77162334,76678320,1.8836034000000001,1.9635000000000002,1.7934,5.0,5.0
ALRS,0,ALRS,2023-12-31,195942996.0,210083212.0,202003089.0,72146773.0,72146773.0,72146773.0,42254090.0,42254090.0,42254090.0,32090338.0,32090338.0,32090338.0,162786233.0,162786233.0,162786233.0,0.7248239748800113,0.7538169338752118,0.703079255633611,1.0,1.0
ALRS,1,ALRS,2022-12-31,191407445.0,205220353.0,197327263.0,72610694.0,69390219.0,69429400.0,42525794.0,40639663.0,40662610.0,32296687.0,30864244.0,30881671.0,163832987.0,156566563.0,156654968.0,0.9063469288582398,0.9516642753011518,0.8791565209924925,1.0,1.0
ALRS,2,ALRS,2021-12-31,181466630.0,203592000.0,195651065.0,67664473.0,70137314.0,68717110.0,39628948.0,41077213.0,40245445.0,30096645.0,31196546.0,30564851.0,152672726.0,158252248.0,155047814.0,1.1559966,1.26,0.98,5.0,5.0
ALRS,3,ALRS,2020-12-31,201762910.0,218382000.0,214201539.0,74792112.0,75593295.0,75311975.0,43803382.0,44272609.0,44107849.0,33266965.0,33623326.0,33498197.0,168754962.0,170562687.0,169927939.0,2.0009034,2.2155,1.8375,5.0,5.0
ALRS,4,ALRS,2019-12-31,179159000.0,191860980.0,188891165.0,,,,,,,,,,,,,1.9584,2.058,1.8521999999999998,5.0,5.0
PUB,0,PUB,2023-12-31,115013830.0,123313797.0,118570959.0,75173751.0,75173751.0,75173751.0,61788562.0,61788562.0,61788562.0,47360508.0,47360509.0,47360509.0,71880612.0,71880613.0,71880613.0,2.141487497100959,2.2271469969849975,2.0772428721879304,2.0,2.0
PUB,1,PUB,2022-12-31,113110974.0,121273621.0,116609251.0,74912639.0,74088758.0,72788702.0,61573942.0,60896759.0,59828187.0,47196004.0,46676948.0,45857895.0,71630939.0,70843150.0,69600045.0,2.175474056060683,2.2842477588637173,2.1102098343788627,2.0,2.0
PUB,2,PUB,2021-12-31,109707000.0,118932000.0,116400199.0,72057410.0,73403739.0,72513482.0,59227106.0,60333713.0,59601971.0,45397171.0,46245377.0,45684503.0,68900789.0,70188140.0,69336882.0,2.2321,2.3625000000000003,2.1266,5.0,5.0
PUB,3,PUB,2020-12-31,104760000.0,111486000.0,110452299.0,68576101.0,68915784.0,68932527.0,56365667.0,56644868.0,56658630.0,43203898.0,43417904.0,43428452.0,65571985.0,65896788.0,65912798.0,2.1109,2.2575,2.0188,5.0,5.0
PUB,4,PUB,2019-12-31,107476000.0,113812620.0,112729959.0,65470100.0,65772917.0,65538041.0,54371111.0,54622592.0,54427534.0,41931576.0,42125520.0,41975090.0,72879745.0,73216834.0,72955376.0,2.3162633,2.415,2.2442,4.0,4.0
PUB,5,PUB,2018-12-31,104145020.0,109777500.0,109122903.0,50786658.0,42127339.0,48166304.0,49091833.0,40721488.0,46558923.0,26822578.0,22249226.0,25438658.0,79347312.0,65818292.0,75253361.0,2.148775,2.2470000000000003,2.0677999999999996,5.0,5.0
PUB,6,PUB,2017-12-31,77056800.0,97920000.0,85132363.0,48471009.0,57931554.0,50915781.0,42279733.0,50531868.0,44412230.0,27064623.0,32347081.0,28429703.0,54574019.0,65225745.0,57326613.0,1.4392500000000001,1.512,1.3719999999999999,5.0,5.0
PUB,7,PUB,2016-12-31,67221000.0,71471400.0,70699825.0,40072838.0,40150699.0,40085764.0,33830176.0,33895908.0,33841089.0,22209970.0,22253124.0,22217135.0,54090235.0,54195332.0,54107683.0,1.2759633,1.344,1.225,4.0,4.0
PUB,8,PUB,2015-12-31,59364000.0,62995200.0,62416075.0,,,,,,,,,,,,,1.1951633,1.2495,1.1563999999999999,4.0,4.0
AMAL,0,AMAL,2024-12-31,217029069.0,232690960.0,223741308.0,102612187.0,102612187.0,102612187.0,73580736.0,73580736.0,73580735.0,54120949.0,54120949.0,54120949.0,150963542.0,150963542.0,150963542.0,2.0185530873165676,2.09929521080923,1.9579964946970705,1.0,1.0
AMAL,1,AMAL,2023-12-31,212507202.0,227842773.0,219079590.0,101265126.0,101093579.0,99063988.0,72614791.0,72491779.0,71036408.0,53410467.0,53319988.0,52249516.0,148981740.0,148729359.0,145743415.0,1.7851132183573246,1.874368879275191,1.7315598218066048,1.0,1.0
AMAL,2,AMAL,2022-12-31,206610000.0,221895900.0,217732724.0,98536107.0,98705221.0,98123549.0,70657878.0,70779145.0,70362042.0,51971096.0,52060292.0,51753499.0,144966794.0,145215595.0,144359836.0,1.6102434,1.6800000000000002,1.50528,5.0,5.0
AMAL,3,AMAL,2021-12-31,193127000.0,207060000.0,204379587.0,92742961.0,91441837.0,92132655.0,66503752.0,65570747.0,66066116.0,48915606.0,48229351.0,48593710.0,136443889.0,134529668.0,135546003.0,1.247868,1.49835,0.6859999999999999,7.0,7.0
AMAL,4,AMAL,2020-12-31,196328000.0,213487020.0,209143388.0,93176880.0,95229587.0,94433948.0,66814905.0,68286852.0,67716318.0,49144469.0,50227132.0,49807487.0,137082271.0,140102223.0,138931676.0,1.284945,1.3650000000000002,1.127,7.0,7.0
AMAL,5,AMAL,2019-12-31,188568000.0,200628900.0,198202856.0,,,,,,,,,,,,,1.5133434000000001,1.5855000000000001,1.4307999999999998,6.0,6.0
FLIC,0,FLIC,2024-12-31,114614986.0,122886170.0,118159779.0,102918759,102918758,102918758,52527160,52527160,52527160,43845613,43845613,43845613,64359305,64359305,64359305,1.4748923723305918,1.5338880672238155,1.430645601160674,1.0,1.0
FLIC,1,FLIC,2023-12-31,113981386.0,122206847.0,117506584.0,102185315,104188949,100675189,52152830,53175434,51382099,43533150,44386742,42889804,63900653,65153607,62956309,1.5337709522178642,1.6104594998287576,1.4877578236513282,1.0,1.0
FLIC,2,FLIC,2022-12-31,113351290.0,119194140.0,118609854.0,102349607,101011646,101500034,52236681,51553819,51803080,43603143,43033143,43241207,64003392,63166710,63472120,1.6269,1.67475,1.5631,3.0,3.0
FLIC,3,FLIC,2021-12-31,110580000.0,117820200.0,116678512.0,101414684,98148479,99978719,51759520,50092531,51026640,43204846,41813373,42593094,63418747,61376256,62520780,1.6632120000000001,1.9635000000000002,1.3719999999999999,7.0,7.0
FLIC,4,FLIC,2020-12-31,109610000.0,120673140.0,117316135.0,99404291,101316078,100854879,50733466,51709195,51473811,42348376,43162839,42966358,62161566,63357085,63068679,1.759908,1.9110000000000003,1.617,7.0,7.0
FLIC,5,FLIC,2019-12-31,107556510.0,116178000.0,113462536.0,85047789,87121404,85586785,45887608,47006429,46178424,40906734,41904112,41165983,57219048,58614149,57581677,1.762305,1.82805,1.6758,6.0,6.0
FLIC,6,FLIC,2018-12-31,109308330.0,115260000.0,114584364.0,76652717,74700244,75532584,49061707,47812022,48344763,38282759,37307633,37723329,65079164,63421489,64128156,1.6694034000000002,1.7745,1.5386,6.0,6.0
FLIC,7,FLIC,2017-12-31,100283450.0,108507600.0,106682843.0,67949191,68320506,68364969,44368655,44611111,44640145,34313508,34501017,34523471,62999956,63344226,63385450,1.53,1.5855000000000001,1.4504,6.0,6.0
FLIC,8,FLIC,2016-12-31,90248800.0,97119300.0,95423956.0,60019877,60366549,60164159,37846856,38065458,37937837,29375678,29545350,29446294,57875418,58209704,58014546,1.40505,1.47,1.3328,6.0,6.0
FLIC,9,FLIC,2015-12-31,79540000.0,85103700.0,83899392.0,51827470,52637372,52196169,32123096,32625080,32351619,25389389,25786146,25570008,49895669,50675382,50250625,1.2461034,1.2949965,1.176,6.0,6.0
FFIC,0,FFIC,2024-12-31,287350429.0,308087058.0,296237556.0,302273254,302273254,302273254,91450016,91450016,91450016,70783694,70783694,70783694,202479198,202479199,202479199,3.151809278141326,3.277881649266979,3.0572549997970864,2.0,2.0
FFIC,1,FFIC,2023-12-31,263275782.0,282275065.0,271418332.0,278385953,280038472,272420629,84223132,84723087,82418377,65189976,65576949,63793069,186478175,187585123,182482274,2.560730208978101,2.688766719427006,2.483908302708758,2.0,2.0
FFIC,2,FFIC,2022-12-31,239590000.0,255364140.0,252408677.0,264612739,244500335,250909253,80056172,73971347,75910307,61964687,57254940,58755725,177252121,163779730,168072775,2.1221099999999997,2.205,2.01978,4.0,4.0
FFIC,3,FFIC,2021-12-31,209568500.0,241740000.0,232838969.0,225590951,234714452,234061995,68250486,71010718,70813323,52826907,54963369,54810582,151113188,157224609,156787558,1.7863566,1.9949999999999999,1.58172,5.0,5.0
FFIC,4,FFIC,2020-12-31,197880000.0,219384660.0,211895794.0,207864208,218676813,212485419,62887421,66158677,64285527,48675815,51207816,49757969,139238843,146481720,142334384,1.4025,1.47,1.323,5.0,5.0
FFIC,5,FFIC,2019-12-31,167810000.0,176847600.0,175787849.0,152913939,151972250,152414229,62246730,61863397,62043313,52365769,52043285,52194642,106706780,106049648,106358071,1.6320000000000001,1.6800000000000002,1.568,5.0,5.0
FFIC,6,FFIC,2018-12-31,176540000.0,187200600.0,185539208.0,132298616,131037451,131655531,66061405,65431660,65740289,41075861,40684297,40876197,117206201,116088908,116636478,1.8883566,1.9782000000000002,1.7836,7.0,7.0
FFIC,7,FFIC,2017-12-31,176734000.0,189210000.0,186650379.0,169852186,144377320,163190405,109548357,93118013,105251756,67077044,57016657,64446212,122551276,104170722,117744687,1.7000034000000002,1.785,1.5974,7.0,7.0
FFIC,8,FFIC,2016-12-31,171040100.0,215424000.0,188010987.0,135791250,156553699,138950494,78652827,90678825,80482719,49532115,57105563,50684501,103721700,119580723,106134832,1.52745,1.5750000000000002,1.4602,7.0,7.0
FFIC,9,FFIC,2015-12-31,159565000.0,174318000.0,171409393.0,132415312,132542126,133485769,77004095,77077842,77626603,46752486,46797261,47130438,89908628,89994734,90635457,1.6014000000000002,1.6695000000000002,1.5288,7.0,7.0
MSBI,0,MSBI,2024-12-31,253649647.0,271954260.0,261494481.0,145766777.0,145766777.0,145766777.0,71057220.0,71057219.0,71057220.0,54695752.0,54695752.0,54695752.0,188868218.0,188868217.0,188868217.0,2.287872379473783,2.3793872746527347,2.2192362080895696,2.0,2.0
MSBI,1,MSBI,2023-12-31,255123653.0,273534638.0,263014075.0,150109304.0,145554775.0,144177489.0,73174081.0,70953875.0,70282487.0,56325190.0,54616204.0,54099408.0,194494777.0,188593529.0,186808997.0,2.0802669554109303,2.184280303181477,2.0178589467486026,2.0,2.0
MSBI,2,MSBI,2022-12-31,250163000.0,276608700.0,268510637.0,153448353.0,143211157.0,144912177.0,74801774.0,69811428.0,70640628.0,57578095.0,53736814.0,54375084.0,198821141.0,185556933.0,187760924.0,1.92933,2.07795,1.76792,4.0,4.0
MSBI,3,MSBI,2021-12-31,234449000.0,277764360.0,266467442.0,139074986.0,146640274.0,145713206.0,67795161.0,71483026.0,71031107.0,52184808.0,55023515.0,54675653.0,180197747.0,189999996.0,188798806.0,1.70697,2.3100000000000005,1.02704,6.0,6.0
MSBI,4,MSBI,2020-12-31,250454000.0,281418000.0,271690125.0,144253361.0,152777996.0,148676070.0,70319474.0,74474995.0,72475421.0,54127879.0,57326560.0,55787403.0,186907302.0,197952567.0,192637752.0,1.5963,1.9215000000000002,1.2544,6.0,6.0
MSBI,5,MSBI,2019-12-31,258117000.0,273845520.0,271673550.0,118722201.0,118867533.0,119166633.0,54755814.0,54822842.0,54960790.0,42486545.0,42538554.0,42645592.0,216709296.0,216974576.0,217520539.0,2.4313434,2.604,2.2834,5.0,5.0
MSBI,6,MSBI,2018-12-31,239493000.0,253776000.0,251131299.0,82094444.0,81646599.0,81778169.0,34293681.0,34106601.0,34161562.0,20800852.0,20687378.0,20720715.0,210590490.0,209441669.0,209779174.0,2.4735,2.5725000000000002,2.352,6.0,6.0
MSBI,7,MSBI,2017-12-31,184862600.0,196962000.0,194595799.0,92839685.0,90212069.0,91645209.0,58676068.0,57015375.0,57921141.0,36698866.0,35660188.0,36226698.0,149556433.0,145323577.0,147632238.0,1.3940034000000001,1.4909999999999999,1.3034000000000001,6.0,6.0
MSBI,8,MSBI,2016-12-31,158886000.0,174216000.0,169431412.0,,,,,,,,,,,,,2.0264034000000004,2.184,1.8816,6.0,6.0
PGC,0,PGC,2024-12-31,225372168.0,241636139.0,232342441.0,172949838.0,172949839.0,172949839.0,87507855.0,87507855.0,87507855.0,62775588.0,62775588.0,62775588.0,144052736.0,144052736.0,144052736.0,3.5864095091396573,3.729865889505244,3.4788172238654673,2.0,1.0
PGC,1,PGC,2023-12-31,213900757.0,229336894.0,220516244.0,168423503.0,162607678.0,161408972.0,85217654.0,82275007.0,81668494.0,61132665.0,59021695.0,58586601.0,140282678.0,135438582.0,134440161.0,2.8826569051270368,3.0267897503833887,2.7961771979732255,2.0,1.0
PGC,2,PGC,2022-12-31,197476480.0,219300000.0,212431379.0,157988035.0,152177575.0,156307924.0,79937595.0,76997662.0,79087505.0,57344904.0,55235882.0,56735075.0,131590807.0,126751181.0,130191415.0,2.3401699999999996,2.7300000000000004,2.0776,3.0,4.0
PGC,3,PGC,2021-12-31,183136000.0,211140000.0,199122446.0,142699847.0,151365895.0,145479722.0,72202193.0,76586974.0,73608733.0,51795753.0,54941267.0,52804764.0,118857027.0,126075119.0,121172430.0,1.997376,2.2260000000000004,1.8032000000000001,5.0,6.0
PGC,4,PGC,2020-12-31,179450000.0,195045409.0,191386369.0,137443746.0,141989684.0,140049703.0,69542751.0,71842871.0,70861293.0,49887947.0,51537986.0,50833831.0,114479135.0,118265521.0,116649679.0,1.5170199999999998,1.8585,1.3523999999999998,5.0,6.0
PGC,5,PGC,2019-12-31,170623000.0,179513880.0,178586204.0,117570826.0,116888721.0,117260459.0,63685990.0,63316506.0,63517870.0,48735450.0,48452704.0,48606797.0,112141187.0,111490583.0,111845153.0,2.4492499999999997,2.583,2.3422,5.0,6.0
PGC,6,PGC,2018-12-31,154639340.0,163646760.0,162284970.0,94008769.0,93977801.0,93980689.0,59719194.0,59699522.0,59701357.0,40134263.0,40121042.0,40122275.0,100575934.0,100542802.0,100545893.0,2.3634,2.4885,2.254,5.0,5.0
PGC,7,PGC,2017-12-31,140624780.0,148864920.0,147621600.0,78081870.0,78605382.0,78332854.0,50132149.0,50468268.0,50293293.0,31055635.0,31263853.0,31155460.0,96897994.0,97547661.0,97209460.0,1.9594,2.0475,1.8914,4.0,4.0
PGC,8,PGC,2016-12-31,119892000.0,126072000.0,125453999.0,58494011.0,58494011.0,58494011.0,36983800.0,36983800.0,36983800.0,22981968.0,22981968.0,22981968.0,87483834.0,87483834.0,87483834.0,1.6261,1.6905000000000001,1.5778,2.0,2.0
PGC,9,PGC,2015-12-31,104189640.0,109560240.0,109023179.0,,,,,,,,,,,,,1.2524,1.302,1.2152,2.0,2.0
MOFG,0,MOFG,2024-12-31,141096473.0,151278693.0,145460281.0,92452600,92452600,92452600,50590199,50590199,50590199,43966502,43966502,43966502,125654719,125654720,125654719,3.4342031564593265,3.5715712827176995,3.3311770617655467,1.0,1.0
MOFG,1,MOFG,2023-12-31,143473184.0,153826919.0,147910499.0,93858829,95699198,92471753,51359689,52366742,50600679,44635245,45510446,43975611,127565960,130067254,125680749,2.9592597129977087,3.107222698647594,2.8704819216077775,1.0,1.0
MOFG,2,MOFG,2022-12-31,145889930.0,153410029.0,152658019.0,98634671,92775898,94908957,53973037,50767108,51934321,46906432,44120250,45134642,134056930,126094121,128993217,2.601,2.6774999999999998,2.4989999999999997,3.0,3.0
MOFG,3,MOFG,2021-12-31,137352000.0,153552840.0,149365979.0,93694137,91678917,93213741,51269570,50166839,51006697,44556926,43598573,44328470,127342123,124603185,126689204,2.203812,2.4181500000000002,1.96,7.0,7.0
MOFG,4,MOFG,2020-12-31,144627000.0,165240000.0,158087873.0,95500321,101521106,98948826,52257917,55552499,54144944,45415870,48279098,47055831,129796953,137979959,134483906,1.9318800000000003,2.058,1.7052,7.0,7.0
MOFG,5,MOFG,2019-12-31,138939890.0,149328000.0,146578514.0,91094246,92731843,91736666,51363534,52286894,51725763,41059171,41797290,41348732,122449703,124650976,123313250,2.9648034,3.0555000000000003,2.842,5.0,5.0
MOFG,6,MOFG,2018-12-31,102704570.0,108434160.0,107592283.0,53554833,50979430,52949034,29572431,28150319,29237915,19018912,18104310,18803775,99124347,94357547,98003078,2.5627500000000003,2.6774999999999998,2.4402000000000004,7.0,7.0
MOFG,7,MOFG,2017-12-31,100977000.0,111996000.0,106992773.0,50796275,51089709,50526931,28542399,28707280,28391055,21357310,21480685,21244064,100328351,100907917,99796367,1.836,1.9005,1.7542,7.0,7.0
MOFG,8,MOFG,2016-12-31,96408300.0,106314600.0,102696431.0,55805314,46289567,53191114,36658549,30407648,34941279,27956080,23189097,26646478,87156014,72294444,83073191,2.0247,2.1105,1.9305999999999999,6.0,6.0
MOFG,9,MOFG,2015-12-31,86621000.0,115158000.0,96805624.0,49059268,58540969,51062722,33179680,39592328,34534653,23977503,28611643,24956682,57805224,68977260,60165840,2.4021,2.52,2.2931999999999997,6.0,6.0
MBWM,0,MBWM,2024-12-31,128005736.0,137243264.0,131964677.0,93185855,93185856,93185856,54269252,54269252,54269252,44391996,44391996,44391996,81709065,81709065,81709065,2.498584399398615,2.59852777537456,2.423626867416657,1.0,1.0
MBWM,1,MBWM,2023-12-31,133482246.0,143114986.0,137610563.0,97016475,98918760,95582734,56500115,57607960,55665138,46216832,47123044,45533825,85067905,86735903,83810744,2.236552250137704,2.348379862644589,2.169455682633573,1.0,1.0
MBWM,2,MBWM,2022-12-31,139193060.0,146367960.0,145650470.0,102787412,99555466,101158612,59860973,57978764,58912398,48965999,47426360,48190069,90128092,87294194,88699895,2.0420399999999996,2.1021,1.9619599999999997,3.0,3.0
MBWM,3,MBWM,2021-12-31,133860000.0,145329600.0,142325330.0,99835958,97824564,98887087,58142116,56970728,57589516,47559982,46601792,47107958,87540141,85776470,86708133,1.24134,1.5172500000000002,0.5683999999999999,6.0,7.0
MBWM,4,MBWM,2020-12-31,148212120.0,164220000.0,159097189.0,108648421,112283274,110688636,63274288,65391141,64462461,51758075,53489651,52729995,95267259,98454443,97056200,2.106504,2.6145000000000005,1.8326,6.0,7.0
MBWM,5,MBWM,2019-12-31,141620000.0,151836180.0,149218875.0,89757746,89856560,89193565,55714374,55775709,55364175,45180441,45230180,44896455,93824889,93928181,93235143,2.90445,3.0135,2.7636,5.0,6.0
MBWM,6,MBWM,2018-12-31,131726000.0,141073140.0,139671917.0,76998813,76911042,77283639,49121439,49065446,49303144,33336021,33298022,33459335,88116505,88016062,88442456,2.4870966,2.5725000000000002,2.3814,8.0,8.0
MBWM,7,MBWM,2017-12-31,123578000.0,132498000.0,130549502.0,71061003,72018568,71577594,48250434,48900621,48601200,32841003,33283544,33079747,82344856,83454474,82943477,1.90128,1.9845,1.813,8.0,8.0
MBWM,8,MBWM,2016-12-31,120086000.0,127042020.0,125944925.0,65557630,65561051,65510864,41299637,41301792,41270175,28737766,28739265,28717265,83363984,83368334,83304515,1.9624800000000002,2.0265,1.8816,7.0,7.0
MBWM,9,MBWM,2015-12-31,112908000.0,119442000.0,118501249.0,58303172,57799930,58001944,33332727,33045016,33160510,22883181,22685666,22764953,82802727,82088017,82374919,1.6549500000000001,1.722,1.5778,6.0,6.0
BFST,0,BFST,2023-12-31,256430025.0,274935285.0,264360851.0,159431231.0,159431231.0,159431231.0,86993748.0,86993748.0,86993748.0,69275604.0,69275604.0,69275604.0,177921630.0,177921629.0,177921629.0,2.8941753813022193,3.0388841503673305,2.8073501198631527,2.0,1.0
BFST,1,BFST,2022-12-31,194432829.0,208464065.0,200446216.0,124016265.0,119149183.0,119490977.0,67669551.0,65013824.0,65200325.0,53887195.0,51772364.0,51920879.0,138399333.0,132967780.0,133349214.0,2.4378,2.5095,2.3422,2.0,3.0
BFST,2,BFST,2021-12-31,144175950.0,160894800.0,154264013.0,91669329.0,92979833.0,91232689.0,50019426.0,50734503.0,49781173.0,39831896.0,40401333.0,39642169.0,102300887.0,103763380.0,101813607.0,1.666884,2.0895,1.176,6.0,7.0
BFST,3,BFST,2020-12-31,135193750.0,148744560.0,145345635.0,84155383.0,87478251.0,86241284.0,45919437.0,47732562.0,47057610.0,36566959.0,38010802.0,37473318.0,93915494.0,97623740.0,96243312.0,1.7373966,1.9425000000000001,1.47,6.0,7.0
BFST,4,BFST,2019-12-31,87888790.0,93025020.0,92203107.0,42570492.0,42553136.0,42492883.0,22746691.0,22737417.0,22705223.0,18452713.0,18445190.0,18419073.0,68931511.0,68903407.0,68805845.0,1.863132,1.9530000000000003,1.7542,6.0,7.0
BFST,5,BFST,2018-12-31,67114300.0,71065440.0,70537425.0,,,,,,,,,,,,,1.4892,1.5435,1.421,6.0,6.0
