,,symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
TSBK,3,TSBK,2013-09-30,35114000.0,36924000.0,36743000.0,14656358.0,14656358.0,14656358.0,6569629.0,6569629.0,6569629.0,4733846.0,4733846.0,4733846.0,29981025.0,29981025.0,29981025.0,0.6732,0.6930000000000001,0.6468,3.0,3.0
TSBK,4,TSBK,2012-09-30,34047000.0,35802000.0,35626500.0,12144600.0,12144600.0,12144600.0,1434970.0,1434970.0,1434970.0,1125264.0,1125264.0,1125264.0,33778588.0,33778588.0,33778588.0,0.51,0.525,0.49,3.0,3.0
TSBK,5,TSBK,2011-09-30,32980000.0,34680000.0,34510000.0,30822428.0,30822428.0,30822429.0,12699687.0,12699687.0,12699688.0,8642989.0,8642989.0,8642990.0,21332086.0,21332086.0,21332087.0,0.153,0.1575,0.147,3.0,3.0
TSBK,6,TSBK,2008-09-30,29682000.0,31212000.0,31058999.0,27740186.0,27740186.0,27740186.0,11429719.0,11429719.0,11429719.0,7778691.0,7778691.0,7778691.0,19198878.0,19198878.0,19198878.0,0.6987000000000001,0.7244999999999999,0.6664,3.0,4.0
TSBK,7,TSBK,2007-09-30,31137000.0,32742000.0,32581499.0,25312843.0,25312843.0,25312843.0,12577745.0,12577745.0,12577745.0,8559999.0,8559999.0,8560000.0,19826470.0,19826470.0,19826470.0,1.1985000000000001,1.2389999999999999,1.1465999999999998,3.0,4.0
TSBK,8,TSBK,2006-09-30,29682000.0,31212000.0,31058999.0,,,,,,,,,,,,,1.0914000000000001,1.13925,1.0338999999999998,3.0,4.0
FCBP,0,FCBP,2023-12-31,61324622.0,65750110.0,63221260.0,39637859.0,39637859.0,39637859.0,29455764.0,29455764.0,29455764.0,20547170.0,20547170.0,20547170.0,33969827.0,33969827.0,33969827.0,1.2517131534034829,1.3017816795396222,1.2141617588013784,1.0,1.0
FCBP,1,FCBP,2022-12-31,66146886.0,70920373.0,68192666.0,42686066.0,43523048.0,42055238.0,31720954.0,32342934.0,31252172.0,22127277.0,22561145.0,21800273.0,36582155.0,37299452.0,36041532.0,1.4672922762197007,1.5406568900306858,1.4232735079331096,1.0,1.0
FCBP,2,FCBP,2021-12-31,71348350.0,75026100.0,74658325.0,46042688.0,46042688.0,46042689.0,34215334.0,34215334.0,34215334.0,23867257.0,23867257.0,23867257.0,39458795.0,39458795.0,39458795.0,1.7544,1.806,1.6856,3.0,3.0
FCBP,3,FCBP,2020-12-31,81304430.0,85495380.0,85076284.0,52467570.0,52467570.0,52467570.0,38989805.0,38989805.0,38989805.0,27197738.0,27197738.0,27197738.0,44964948.0,44964948.0,44964948.0,1.7646,1.8165,1.6954,3.0,3.0
FCBP,4,FCBP,2019-12-31,83248310.0,87539460.0,87110344.0,45265399.0,45265399.0,45265399.0,31295833.0,31295833.0,31295833.0,21957150.0,21957150.0,21957151.0,54728887.0,54728887.0,54728888.0,2.4786,2.5515000000000003,2.3814,3.0,3.0
FCBP,5,FCBP,2018-12-31,57363860.0,60320760.0,60025069.0,,,,,,,,,,,,,1.9482,2.0055,1.8718,3.0,3.0
PDLB,0,PDLB,2023-12-31,37943421.0,40681606.0,39116929.0,8856248.0,8856248.0,8856248.0,-6279619.0,-6279619.0,-6279619.0,-5320392.0,-5320392.0,-5320392.0,48651756.0,48651756.0,48651757.0,0.0502256055363322,0.05223462975778549,0.048718837370242234,1.0,1.0
PDLB,1,PDLB,2022-12-31,37584801.0,40297106.0,38747217.0,8758445.0,8930179.0,8629009.0,-6210271.0,-6332041.0,-6118493.0,-5261637.0,-5364806.0,-5183878.0,48114471.0,49057892.0,47403420.0,-0.05929411764705884,-0.06225882352941178,-0.057515294117647074,1.0,1.0
PDLB,2,PDLB,2021-12-31,37229570.0,39148620.0,38956714.0,8675665.0,8675665.0,8675665.0,-6151575.0,-6151575.0,-6151575.0,-5211907.0,-5211907.0,-5211907.0,47659720.0,47659720.0,47659720.0,0.0714,0.07350000000000001,0.06860000000000001,3.0,3.0
PDLB,3,PDLB,2020-12-31,38681660.0,40675560.0,40476169.0,9014048.0,9014048.0,9014048.0,-6391511.0,-6391511.0,-6391510.0,-5415191.0,-5415191.0,-5415191.0,49518626.0,49518626.0,49518624.0,-0.051000000000000004,-0.052500000000000005,-0.049,3.0,3.0
PDLB,4,PDLB,2019-12-31,36608770.0,38495820.0,38307115.0,15591662.0,15591662.0,15591662.0,3925303.0,3925303.0,3925303.0,2766729.0,2766729.0,2766729.0,37006168.0,37006168.0,37006168.0,0.17340000000000003,0.17850000000000002,0.1666,3.0,3.0
PDLB,5,PDLB,2018-12-31,35421490.0,37247340.0,37064755.0,6103344.0,6103344.0,6103344.0,-3319421.0,-3319421.0,-3319421.0,-4914715.0,-4914715.0,-4914716.0,42876891.0,42876891.0,42876892.0,0.1428,0.14700000000000002,0.13720000000000002,3.0,3.0
PDLB,6,PDLB,2017-12-31,31618120.0,33247920.0,33084939.0,,,,,,,,,,,,,-0.0306,-0.0315,-0.0294,3.0,3.0
NBN,0,NBN,2020-06-30,236520039.0,253588495.0,243835091.0,80109266.0,80109266.0,80109265.0,38437006.0,38437006.0,38437006.0,27206698.0,27206698.0,27206698.0,95670228.0,95670227.0,95670227.0,3.2504783596168263,3.3804974940014993,3.1529640088283215,1.0,1.0
NBN,1,NBN,2019-06-30,120699841.0,129410139.0,124432826.0,72537478.0,73959782.0,71465497.0,45456193.0,46347491.0,44784427.0,31678441.0,32299587.0,31210288.0,72778506.0,74205535.0,71702963.0,2.556063673469388,2.683866857142857,2.479381763265306,1.0,1.0
NBN,2,NBN,2018-06-30,61595000.0,64770000.0,64452499.0,36744189.0,36744189.0,36744189.0,23040774.0,23040774.0,23040774.0,14117594.0,14117594.0,14117594.0,42771540.0,42771540.0,42771540.0,2.0301,2.1105,1.9697999999999998,2.0,2.0
NBN,3,NBN,2017-06-30,53835000.0,56610000.0,56332499.0,71273679.0,71273679.0,71273682.0,14517628.0,14517628.0,14517629.0,9376577.0,9376577.0,9376578.0,33913419.0,33913419.0,33913420.0,1.4847,1.5435,1.4405999999999999,2.0,2.0
NBN,4,NBN,2001-06-30,19400000.0,20400000.0,20299999.0,25684210.0,25684210.0,25684209.0,5231578.0,5231578.0,5231578.0,3378947.0,3378947.0,3378947.0,12221052.0,12221052.0,12221052.0,1.2625,1.3125,1.225,2.0,2.0
NBN,5,NBN,2000-06-30,18430000.0,19380000.0,19285000.0,22177976.0,22177976.0,22177976.0,4354166.0,4354166.0,4354166.0,2725595.0,2725595.0,2725595.0,12644047.0,12644047.0,12644047.0,1.2221,1.2705,1.1858,2.0,2.0
NBN,6,NBN,1999-06-30,16296000.0,17136000.0,17052000.0,,,,,,,,,,,,,1.0403,1.0815000000000001,1.0094,2.0,2.0
CVCY,0,CVCY,2024-12-31,62727691.0,67254432.0,64667723.0,39242768,39242768,39242768,30280528,30280529,30280529,21678197,21678197,21678197,47641894,47641895,47641895,1.5782641417614347,1.6413947074318922,1.5309162175085915,2.0,2.0
CVCY,1,CVCY,2023-12-31,62767583.0,67297202.0,64708848.0,39540752,39636923,38625502,30510459,30584667,29804234,21842807,21895933,21337212,48003655,48120410,46892515,1.5075477982924674,1.582925188207091,1.4623213643436934,2.0,2.0
CVCY,2,CVCY,2022-12-31,62274000.0,66606000.0,65721249.0,42337319,36987208,38364924,32668349,28540093,29603167,23387667,20432198,21193266,51398771,44903577,46576165,1.4687999999999999,1.5750000000000002,1.3523999999999998,4.0,4.0
CVCY,3,CVCY,2021-12-31,53738000.0,65790000.0,62584899.0,34375217,38144725,37082277,26524628,29433258,28613451,18989302,21071625,20484716,41732542,46308837,45018994,1.119348,1.4385000000000001,0.8300599999999999,7.0,7.0
CVCY,4,CVCY,2020-12-31,61110000.0,67422000.0,65974999.0,38150873,39841672,39280308,29438003,30742658,30309498,21075023,22009041,21698937,46316302,48368982,47687470,1.4320800000000002,1.5855000000000001,1.3132000000000001,7.0,7.0
CVCY,5,CVCY,2019-12-31,62177000.0,65688000.0,65196829.0,38700739,37846841,38212495,28761988,28127380,28399130,21939659,21455580,21662871,46496950,45471035,45910349,1.622055,1.6800000000000002,1.5386,6.0,6.0
CVCY,6,CVCY,2018-12-31,60333030.0,65178000.0,64071621.0,39258479,36987820,38077653,26790560,25241029,25984747,15775825,14863373,15301316,48652440,45838447,47189060,1.58355,1.6485,1.4994,6.0,6.0
CVCY,7,CVCY,2017-12-31,53641000.0,61506000.0,58731452.0,39672856,39662233,39675626,27037050,27029811,27038938,18574438,18569464,18575735,40461982,40451148,40464807,1.3158,1.4175000000000002,1.225,6.0,6.0
CVCY,8,CVCY,2016-12-31,43844000.0,50286000.0,48001379.0,27205665,26598734,26875917,15349575,15007141,15163529,12423796,12146633,12273212,41491218,40565591,40988321,1.4433,1.5015,1.3719999999999999,6.0,6.0
CVCY,9,CVCY,2015-12-31,38692330.0,45390000.0,42880958.0,15240546,15640925,15632468,4737577,4862037,4859407,5309700,5449189,5446243,43491365,44633912,44609776,0.99195,1.0395,0.9309999999999999,6.0,6.0
FRBA,0,FRBA,2023-12-31,82135287.0,88062576.0,84675553.0,51682474.0,51682475.0,51682474.0,30963530.0,30963530.0,30963530.0,15015807.0,15015807.0,15015806.0,58746967.0,58746968.0,58746967.0,0.7713613781773982,0.8022158333044942,0.7482205368320762,2.0,2.0
FRBA,1,FRBA,2022-12-31,73640717.0,78954995.0,75918265.0,46942530.0,46477647.0,45591981.0,28123778.0,27845262.0,27314650.0,13638666.0,13503599.0,13246278.0,53359118.0,52830690.0,51823963.0,0.8207636885265254,0.8618018729528517,0.7961407778707296,2.0,2.0
FRBA,2,FRBA,2021-12-31,65087000.0,70482000.0,69087670.0,41785108.0,41306880.0,41377814.0,25033912.0,24747400.0,24789897.0,12140231.0,12001287.0,12021895.0,47496727.0,46953130.0,47033760.0,0.8907965999999999,0.9660000000000001,0.784,6.0,6.0
FRBA,3,FRBA,2020-12-31,65087000.0,71298000.0,69767720.0,41066890.0,42381317.0,41907117.0,24603620.0,25391107.0,25107009.0,11931561.0,12313454.0,12175680.0,46680337.0,48174432.0,47635414.0,0.8703966,0.9555000000000001,0.7742,6.0,6.0
FRBA,4,FRBA,2018-12-31,53544000.0,56834400.0,56243860.0,33721035.0,33849689.0,33780649.0,20202639.0,20279717.0,20238354.0,9797299.0,9834678.0,9814619.0,38330375.0,38476614.0,38398137.0,1.0166034000000002,1.0605,0.9603999999999999,5.0,5.0
FRBA,5,FRBA,2017-12-31,38218000.0,40412400.0,40074229.0,26858142.0,26735980.0,26777762.0,13052760.0,12993391.0,13013696.0,8797978.0,8757961.0,8771647.0,28881155.0,28749792.0,28794721.0,0.6681,0.6930000000000001,0.637,5.0,5.0
FRBA,6,FRBA,2016-12-31,27827360.0,29559600.0,29266509.0,15143088.0,15283798.0,15213474.0,6085551.0,6142098.0,6113837.0,4663749.0,4707085.0,4685426.0,24469388.0,24696758.0,24583122.0,0.6324,0.6615000000000001,0.5978,4.0,4.0
FRBA,7,FRBA,2015-12-31,23192700.0,24409620.0,24279307.0,13766021.0,13770963.0,13768493.0,9083317.0,9086578.0,9084948.0,6589636.0,6592002.0,6590819.0,20603898.0,20611294.0,20607597.0,0.4539,0.47250000000000003,0.43119999999999997,4.0,4.0
FRBA,8,FRBA,2014-12-31,20554300.0,21625020.0,21513432.0,9638884.0,9643888.0,9641387.0,4337498.0,4339749.0,4338624.0,2658466.0,2659846.0,2659156.0,16992421.0,17001242.0,16996832.0,0.7089,0.735,0.6761999999999999,4.0,4.0
FRBA,9,FRBA,2013-12-31,13221100.0,13902600.0,13834449.0,,,,,,,,,,,,,0.34680000000000005,0.35700000000000004,0.3332,3.0,3.0
UNTY,0,UNTY,2024-12-31,79676607.0,85426466.0,82140832.0,61930153.0,61930153.0,61930153.0,37556513.0,37556513.0,37556513.0,29303122.0,29303122.0,29303122.0,45611683.0,45611683.0,45611683.0,2.6459925202219425,2.75183222103082,2.566612744615284,1.0,1.0
UNTY,1,UNTY,2023-12-31,77762189.0,83373894.0,80167205.0,60344990.0,61528226.0,59453193.0,36595217.0,37312771.0,36054402.0,28553080.0,29112945.0,28131114.0,44444207.0,45315662.0,43787396.0,2.4399760594111104,2.561974862381666,2.366776777628777,1.0,1.0
UNTY,2,UNTY,2022-12-31,75893770.0,79805820.0,79414614.0,61899607.0,55873361.0,58912215.0,37537990.0,33883473.0,35726335.0,29288670.0,26437267.0,27875143.0,45589185.0,41150843.0,43388965.0,2.295,2.3625000000000003,2.205,3.0,3.0
UNTY,3,UNTY,2021-12-31,69519900.0,80988000.0,76433894.0,54593144.0,58762496.0,56747435.0,33107107.0,35635541.0,34413540.0,25831515.0,27804302.0,26850848.0,40207961.0,43278697.0,41794600.0,2.1045966000000003,2.3100000000000005,1.8032000000000001,5.0,5.0
UNTY,4,UNTY,2020-12-31,71530710.0,77418000.0,75659115.0,55769119.0,56713977.0,56033534.0,33820257.0,34393251.0,33980607.0,26387945.0,26835017.0,26513056.0,41074070.0,41769959.0,41268811.0,1.9515966,2.184,1.6856,5.0,5.0
UNTY,5,UNTY,2019-12-31,64117000.0,68238000.0,67497500.0,45053574.0,45598852.0,45326214.0,28771701.0,29119921.0,28945812.0,23094698.0,23374210.0,23234454.0,37373604.0,37825932.0,37599769.0,2.1675,2.2365,2.0776,4.0,4.0
UNTY,6,UNTY,2018-12-31,60852950.0,63989700.0,63676024.0,,,,,,,,,,,,,2.1113999999999997,2.1734999999999998,2.0286,3.0,3.0
MPB,0,MPB,2024-12-31,87569210.0,93888637.0,90277536.0,55771850.0,55771850.0,55771850.0,23437630.0,23437630.0,23437630.0,19362899.0,19362899.0,19362899.0,67102337.0,67102337.0,67102337.0,1.8707452471041615,1.9455750569883279,1.8146228896910366,1.0,1.0
MPB,1,MPB,2023-12-31,91166978.0,97746038.0,93986575.0,57969907.0,59106572.0,57113210.0,24361344.0,24839018.0,24001325.0,20126022.0,20520650.0,19828593.0,69746946.0,71114533.0,68716204.0,2.0529951392357644,2.1556448961975527,1.9914052850586914,1.0,1.0
MPB,2,MPB,2022-12-31,94912560.0,99804960.0,99315719.0,60643835.0,60060293.0,60350653.0,25485039.0,25239811.0,25361832.0,21054358.0,20851764.0,20952571.0,72964103.0,72262009.0,72611359.0,2.2755300000000003,2.36565,2.2079400000000002,2.0,2.0
MPB,3,MPB,2021-12-31,91549570.0,97203960.0,96262092.0,59326787.0,57673805.0,58484625.0,24931562.0,24236911.0,24577651.0,20597105.0,20023222.0,20304723.0,71379486.0,69390688.0,70366233.0,2.03616,2.604,1.52096,3.0,3.0
MPB,4,MPB,2020-12-31,101478490.0,110834220.0,108238584.0,64514111.0,67007923.0,65761017.0,27111490.0,28159493.0,27635492.0,22398044.0,23263847.0,22830945.0,77620656.0,80621105.0,79120880.0,2.8886,3.6854999999999998,2.1658,3.0,3.0
MPB,5,MPB,2019-12-31,80197660.0,84331560.0,83918169.0,,,,,,,,,,,,,2.1563499999999998,2.2417499999999997,2.0923,2.0,2.0
ORRF,0,ORRF,2024-12-31,62330379.0,66828447.0,64258123.0,45571404,45571403,45571404,18305009,18305008,18305009,15778443,15778442,15778443,72908653,72908652,72908654,1.377461296592908,1.4325597484566244,1.3361374576951208,1.0,1.0
ORRF,1,ORRF,2023-12-31,67023971.0,71860753.0,69096877.0,48924255,49883554,48201236,19651774,20037104,19361354,16939320,17271464,16688985,78272803,79807564,77116061,1.475258909011159,1.549021854461717,1.4310011417408242,1.0,1.0
ORRF,2,ORRF,2022-12-31,72071000.0,75786000.0,75414500.0,52991129,52297528,52536369,21285347,21006743,21102680,18347418,18107268,18189964,84779303,83669626,84051743,1.6116000000000001,1.6590000000000003,1.5484,3.0,3.0
ORRF,3,ORRF,2021-12-31,73138000.0,77928000.0,77193460.0,54716481,52978082,53632403,21978383,21280107,21542933,18944797,18342901,18569451,87539654,84758429,85805262,1.2375966,1.47,0.9408,6.0,6.0
ORRF,4,ORRF,2020-12-31,81189000.0,89344860.0,87422964.0,60113372,61252444,60853133,24146193,24603733,24443339,20813394,21207781,21069526,96174016,97996391,97357544,2.1896033999999998,2.289,2.0482,6.0,6.0
ORRF,5,ORRF,2019-12-31,66017230.0,71298000.0,70222094.0,41435997,42129863,41881995,18942432,19259632,19146320,16791820,17073007,16972560,77022068,78311839,77851098,1.9635,2.0265,1.8816,5.0,5.0
ORRF,6,ORRF,2018-12-31,50343000.0,53474520.0,52979274.0,26475262,26623121,26576274,14099265,14178007,14153059,9177909,9229166,9212926,58232644,58557862,58454822,1.6014000000000002,1.6695000000000002,1.519,5.0,5.0
ORRF,7,ORRF,2017-12-31,44375560.0,46874100.0,46521844.0,19502804,19525531,19508579,9467171,9478203,9469974,7948873,7958137,7951227,58033495,58101124,58050680,1.3701965999999999,1.4385000000000001,1.2936,5.0,5.0
ORRF,8,ORRF,2016-12-31,37001620.0,39039480.0,38779770.0,17692309,17673706,17688709,10063321,10052740,10061273,8333886,8325123,8332190,46574084,46525113,46564606,0.8058000000000001,0.8400000000000001,0.7644,5.0,5.0
ORRF,9,ORRF,2015-12-31,34959770.0,36924000.0,36647255.0,-18206277,-18286597,-18238946,-27307178,-27427647,-27356177,-34424951,-34576822,-34486723,82055834,82417835,82203073,1.0370034,1.1025,0.9506,5.0,5.0
FVCB,0,FVCB,2024-12-31,51971289.0,55721794.0,53578648.0,43886681.0,43886681.0,43886680.0,22116294.0,22116294.0,22116294.0,17492340.0,17492339.0,17492339.0,33814327.0,33814326.0,33814326.0,1.358983386962674,1.413342722441181,1.3182138853537937,1.0,1.0
FVCB,1,FVCB,2023-12-31,52078533.0,55836778.0,53689210.0,43906560.0,44767473.0,43257696.0,22126313.0,22560162.0,21799323.0,17500264.0,17843406.0,17241640.0,33829643.0,34492970.0,33329699.0,1.2226535591323249,1.2837862370889412,1.185973952358355,1.0,1.0
FVCB,2,FVCB,2022-12-31,52186000.0,54876000.0,54606999.0,45468505.0,42628408.0,43894579.0,22913441.0,21482200.0,22120276.0,18122824.0,16990819.0,17495489.0,35033110.0,32844838.0,33820413.0,1.122,1.1550000000000002,1.078,3.0,3.0
FVCB,3,FVCB,2021-12-31,49108190.0,55080000.0,53228964.0,42649552.0,42729101.0,42981982.0,21492856.0,21532944.0,21660381.0,16999247.0,17030953.0,17131747.0,32861130.0,32922422.0,33117264.0,0.7377966,1.1025,0.34299999999999997,5.0,5.0
FVCB,4,FVCB,2020-12-31,51022000.0,57120000.0,54875640.0,42986471.0,45765064.0,44183448.0,21662644.0,23062891.0,22265850.0,17133536.0,18241027.0,17610627.0,33120723.0,35261606.0,34042985.0,1.0506,1.1025,0.9996,5.0,5.0
FVCB,5,FVCB,2019-12-31,47134240.0,49563840.0,49320879.0,31515442.0,31459362.0,31494352.0,15990744.0,15962289.0,15980043.0,13260349.0,13236753.0,13251475.0,34609401.0,34547815.0,34586241.0,1.0812000000000002,1.1130000000000002,1.0388,4.0,4.0
FVCB,6,FVCB,2018-12-31,38634130.0,40698000.0,40453505.0,26285482.0,26332339.0,26303084.0,17979268.0,18011318.0,17991307.0,9511610.0,9528566.0,9517979.0,25414612.0,25459917.0,25431631.0,1.1016000000000001,1.1445,1.0486,5.0,5.0
FVCB,7,FVCB,2017-12-31,31234000.0,32844000.0,32682999.0,19527125.0,19527125.0,19527125.0,12480482.0,12480482.0,12480482.0,8237306.0,8237306.0,8237306.0,21288620.0,21288620.0,21288620.0,0.7854,0.8085000000000001,0.7546,3.0,3.0
FVCB,8,FVCB,2016-12-31,26287000.0,27642000.0,27506499.0,19533775.0,19533775.0,19533775.0,12484732.0,12484732.0,12484732.0,8240111.0,8240111.0,8240111.0,21295869.0,21295869.0,21295869.0,0.67728,0.6972,0.6507200000000001,3.0,3.0
FVCB,9,FVCB,2015-12-31,22116000.0,23256000.0,23141999.0,,,,,,,,,,,,,0.5809818000000001,0.5980695,0.5581982,3.0,3.0
BCML,0,BCML,2024-12-31,79671499.0,85420989.0,82135566.0,42698611.0,42698611.0,42698611.0,28693844.0,28693844.0,28693844.0,20975053.0,20975053.0,20975053.0,65027756.0,65027756.0,65027755.0,2.400274842725968,2.496285836435007,2.328266597444189,1.0,1.0
BCML,1,BCML,2023-12-31,80089652.0,85869318.0,82566652.0,42853727.0,43693996.0,42220421.0,28798083.0,29362751.0,28372496.0,21051251.0,21464020.0,20740149.0,65263988.0,66543674.0,64299496.0,2.0785799760670125,2.1825089748703634,2.016222576785002,1.0,1.0
BCML,2,BCML,2022-12-31,80510000.0,84660000.0,84244999.0,44573202.0,41719782.0,42942948.0,29953586.0,28036062.0,28858040.0,21895918.0,20494218.0,21095079.0,67882658.0,63537049.0,65399866.0,1.836,1.8900000000000001,1.764,3.0,3.0
BCML,3,BCML,2021-12-31,77081050.0,86598000.0,83718976.0,41856701.0,43251210.0,42916531.0,28128073.0,29065196.0,28840288.0,20561477.0,21246509.0,21082103.0,63745569.0,65869334.0,65359635.0,1.7595,2.1525,1.323,6.0,6.0
BCML,4,BCML,2020-12-31,80377110.0,87389520.0,85143021.0,43224020.0,44222865.0,43492717.0,29046924.0,29718156.0,29227491.0,21233153.0,21723820.0,21365146.0,65827924.0,67349113.0,66237136.0,1.38975,1.5015,1.2348,6.0,6.0
BCML,5,BCML,2019-12-31,65556480.0,69666000.0,69014590.0,35997303.0,35553442.0,35800559.0,26783918.0,26453661.0,26637529.0,18945742.0,18712134.0,18842194.0,50342890.0,49722141.0,50067739.0,1.4382,1.5015,1.3523999999999998,6.0,6.0
BCML,6,BCML,2018-12-31,50149000.0,53958000.0,53084499.0,,,,,,,,,,,,,1.6727999999999998,1.7429999999999999,1.5876000000000001,4.0,4.0
BCBP,0,BCBP,2024-12-31,93131949.0,99852812.0,96012319.0,80645044.0,80645045.0,80645044.0,32987494.0,32987494.0,32987494.0,22867182.0,22867182.0,22867182.0,62676570.0,62676571.0,62676570.0,0.9888340926283378,1.0283874563334714,0.9591690698494876,2.0,2.0
BCBP,1,BCBP,2023-12-31,89173743.0,95608961.0,91931694.0,78266953.0,77435658.0,75950024.0,32014747.0,31674710.0,31067018.0,22192867.0,21957150.0,21535894.0,60828340.0,60182266.0,59027645.0,0.8455335883158565,0.8878102677316493,0.8201675806663807,2.0,2.0
BCBP,2,BCBP,2022-12-31,84099000.0,91135980.0,89344867.0,73517496.0,74106132.0,73815069.0,30072004.0,30312783.0,30193725.0,20846143.0,21013053.0,20930521.0,57137107.0,57594590.0,57368379.0,0.73746,0.9408,0.539,4.0,4.0
BCBP,3,BCBP,2021-12-31,80704000.0,86762220.0,85392457.0,70714707.0,70386084.0,70548196.0,28925536.0,28791115.0,28857426.0,20051403.0,19958221.0,20004188.0,54958807.0,54703404.0,54829396.0,0.6000966,0.72975,0.4214,4.0,5.0
BCBP,4,BCBP,2020-12-31,77232370.0,83417640.0,81912022.0,66813187.0,68531989.0,67673181.0,27329638.0,28032706.0,27681414.0,18945114.0,19432486.0,19188968.0,51926582.0,53262419.0,52594961.0,0.5406000000000001,0.651,0.46059999999999995,4.0,5.0
BCBP,5,BCBP,2019-12-31,85748000.0,90292440.0,89787914.0,55916634.0,55570783.0,55743052.0,24908571.0,24754508.0,24831247.0,17221793.0,17115274.0,17168331.0,63076371.0,62686236.0,62880564.0,1.21176,1.2915,1.1230799999999999,4.0,4.0
BCBP,6,BCBP,2018-12-31,83463650.0,88434000.0,87668087.0,47963396.0,47385311.0,47671505.0,25232526.0,24928408.0,25078968.0,12460845.0,12310660.0,12385012.0,61360491.0,60620935.0,60987069.0,1.0335965999999999,1.0710000000000002,0.9898,4.0,5.0
BCBP,7,BCBP,2017-12-31,66860160.0,71706000.0,70658210.0,,,,,,,,,,,,,0.9282,0.9660000000000001,0.882,4.0,4.0
SBBX,0,SBBX,2023-12-31,98099404.0,105178743.0,101133407.0,94204927.0,94204927.0,94204927.0,50824394.0,50824394.0,50824394.0,38656308.0,38656308.0,38656308.0,75049107.0,75049107.0,75049108.0,1.8503576711621055,1.9243719780085897,1.7948469410272423,1.0,1.0
SBBX,1,SBBX,2022-12-31,85787303.0,91978140.0,88440519.0,93054595.0,74935341.0,79154890.0,50203781.0,40428282.0,42704766.0,38184278.0,30749173.0,32480635.0,74132686.0,59697838.0,63059375.0,1.969507628009411,2.0679830094098817,1.9104223991691287,1.0,1.0
